"GEO","TIME","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M03","Gigawatt-hour","Electrical energy","Exports","19 990",""
"Germany (until 1990 former territory of the FRG)","2013M03","Gigawatt-hour","Electrical energy","Exports","7 487",""
"France","2013M03","Gigawatt-hour","Electrical energy","Exports","3 377",""
"Austria","2013M03","Gigawatt-hour","Electrical energy","Exports","1 505",""
"Slovenia","2013M03","Gigawatt-hour","Electrical energy","Exports","777",""
"European Union (28 countries)","2013M04","Gigawatt-hour","Electrical energy","Exports","25 457",""
"European Union (27 countries)","2013M04","Gigawatt-hour","Electrical energy","Exports","24 785",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M04","Gigawatt-hour","Electrical energy","Exports","17 899",""
"Germany (until 1990 former territory of the FRG)","2013M04","Gigawatt-hour","Electrical energy","Exports","5 488",""
"France","2013M04","Gigawatt-hour","Electrical energy","Exports","4 353",""
"Austria","2013M04","Gigawatt-hour","Electrical energy","Exports","1 403",""
"Slovenia","2013M04","Gigawatt-hour","Electrical energy","Exports","791",""
"European Union (28 countries)","2013M05","Gigawatt-hour","Electrical energy","Exports","25 390",""
"European Union (27 countries)","2013M05","Gigawatt-hour","Electrical energy","Exports","24 951",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M05","Gigawatt-hour","Electrical energy","Exports","18 422",""
"Germany (until 1990 former territory of the FRG)","2013M05","Gigawatt-hour","Electrical energy","Exports","4 589",""
"France","2013M05","Gigawatt-hour","Electrical energy","Exports","6 322",""
"Austria","2013M05","Gigawatt-hour","Electrical energy","Exports","1 838",""
"Slovenia","2013M05","Gigawatt-hour","Electrical energy","Exports","826",""
"European Union (28 countries)","2013M06","Gigawatt-hour","Electrical energy","Exports","24 481",""
"European Union (27 countries)","2013M06","Gigawatt-hour","Electrical energy","Exports","24 224",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M06","Gigawatt-hour","Electrical energy","Exports","18 011",""
"Germany (until 1990 former territory of the FRG)","2013M06","Gigawatt-hour","Electrical energy","Exports","4 638",""
"France","2013M06","Gigawatt-hour","Electrical energy","Exports","6 034",""
"Austria","2013M06","Gigawatt-hour","Electrical energy","Exports","1 398",""
"Slovenia","2013M06","Gigawatt-hour","Electrical energy","Exports","869",""
"European Union (28 countries)","2013M07","Gigawatt-hour","Electrical energy","Exports","27 722",""
"European Union (27 countries)","2013M07","Gigawatt-hour","Electrical energy","Exports","27 509",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M07","Gigawatt-hour","Electrical energy","Exports","18 862",""
"Germany (until 1990 former territory of the FRG)","2013M07","Gigawatt-hour","Electrical energy","Exports","4 780",""
"France","2013M07","Gigawatt-hour","Electrical energy","Exports","5 891",""
"Austria","2013M07","Gigawatt-hour","Electrical energy","Exports","1 417",""
"Slovenia","2013M07","Gigawatt-hour","Electrical energy","Exports","854",""
"European Union (28 countries)","2013M08","Gigawatt-hour","Electrical energy","Exports","26 817",""
"European Union (27 countries)","2013M08","Gigawatt-hour","Electrical energy","Exports","26 685",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M08","Gigawatt-hour","Electrical energy","Exports","19 074",""
"Germany (until 1990 former territory of the FRG)","2013M08","Gigawatt-hour","Electrical energy","Exports","5 004",""
"France","2013M08","Gigawatt-hour","Electrical energy","Exports","6 631",""
"Austria","2013M08","Gigawatt-hour","Electrical energy","Exports","949",""
"Slovenia","2013M08","Gigawatt-hour","Electrical energy","Exports","596",""
"European Union (28 countries)","2013M09","Gigawatt-hour","Electrical energy","Exports","25 428",""
"European Union (27 countries)","2013M09","Gigawatt-hour","Electrical energy","Exports","25 327",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M09","Gigawatt-hour","Electrical energy","Exports","18 162",""
"Germany (until 1990 former territory of the FRG)","2013M09","Gigawatt-hour","Electrical energy","Exports","6 075",""
"France","2013M09","Gigawatt-hour","Electrical energy","Exports","5 304",""
"Austria","2013M09","Gigawatt-hour","Electrical energy","Exports","1 230",""
"Slovenia","2013M09","Gigawatt-hour","Electrical energy","Exports","622",""
"European Union (28 countries)","2013M10","Gigawatt-hour","Electrical energy","Exports","28 404",""
"European Union (27 countries)","2013M10","Gigawatt-hour","Electrical energy","Exports","28 366",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M10","Gigawatt-hour","Electrical energy","Exports","19 531",""
"Germany (until 1990 former territory of the FRG)","2013M10","Gigawatt-hour","Electrical energy","Exports","6 478",""
"France","2013M10","Gigawatt-hour","Electrical energy","Exports","4 836",""
"Austria","2013M10","Gigawatt-hour","Electrical energy","Exports","1 512",""
"Slovenia","2013M10","Gigawatt-hour","Electrical energy","Exports","499",""
"European Union (28 countries)","2013M11","Gigawatt-hour","Electrical energy","Exports","28 303",""
"European Union (27 countries)","2013M11","Gigawatt-hour","Electrical energy","Exports","28 054",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M11","Gigawatt-hour","Electrical energy","Exports","18 664",""
"Germany (until 1990 former territory of the FRG)","2013M11","Gigawatt-hour","Electrical energy","Exports","6 421",""
"France","2013M11","Gigawatt-hour","Electrical energy","Exports","4 105",""
"Austria","2013M11","Gigawatt-hour","Electrical energy","Exports","1 641",""
"Slovenia","2013M11","Gigawatt-hour","Electrical energy","Exports","638",""
"European Union (28 countries)","2013M12","Gigawatt-hour","Electrical energy","Exports","32 615",""
"European Union (27 countries)","2013M12","Gigawatt-hour","Electrical energy","Exports","32 418",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M12","Gigawatt-hour","Electrical energy","Exports","21 239",""
"Germany (until 1990 former territory of the FRG)","2013M12","Gigawatt-hour","Electrical energy","Exports","7 234",""
"France","2013M12","Gigawatt-hour","Electrical energy","Exports","4 518",""
"Austria","2013M12","Gigawatt-hour","Electrical energy","Exports","1 469",""
"Slovenia","2013M12","Gigawatt-hour","Electrical energy","Exports","760",""
"European Union (28 countries)","2014M01","Gigawatt-hour","Electrical energy","Exports","34 108",""
"European Union (27 countries)","2014M01","Gigawatt-hour","Electrical energy","Exports","33 874",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M01","Gigawatt-hour","Electrical energy","Exports","23 199",""
"Germany (until 1990 former territory of the FRG)","2014M01","Gigawatt-hour","Electrical energy","Exports","7 442",""
"France","2014M01","Gigawatt-hour","Electrical energy","Exports","6 672",""
"Austria","2014M01","Gigawatt-hour","Electrical energy","Exports","1 050",""
"Slovenia","2014M01","Gigawatt-hour","Electrical energy","Exports","782",""
"European Union (28 countries)","2014M02","Gigawatt-hour","Electrical energy","Exports","30 917",""
"European Union (27 countries)","2014M02","Gigawatt-hour","Electrical energy","Exports","30 547",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M02","Gigawatt-hour","Electrical energy","Exports","21 189",""
"Germany (until 1990 former territory of the FRG)","2014M02","Gigawatt-hour","Electrical energy","Exports","7 318",""
"France","2014M02","Gigawatt-hour","Electrical energy","Exports","5 495",""
"Austria","2014M02","Gigawatt-hour","Electrical energy","Exports","1 172",""
"Slovenia","2014M02","Gigawatt-hour","Electrical energy","Exports","682",""
"European Union (28 countries)","2014M03","Gigawatt-hour","Electrical energy","Exports","32 584",""
"European Union (27 countries)","2014M03","Gigawatt-hour","Electrical energy","Exports","32 317",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M03","Gigawatt-hour","Electrical energy","Exports","21 652",""
"Germany (until 1990 former territory of the FRG)","2014M03","Gigawatt-hour","Electrical energy","Exports","7 354",""
"France","2014M03","Gigawatt-hour","Electrical energy","Exports","5 563",""
"Austria","2014M03","Gigawatt-hour","Electrical energy","Exports","1 344",""
"Slovenia","2014M03","Gigawatt-hour","Electrical energy","Exports","837",""
"European Union (28 countries)","2014M04","Gigawatt-hour","Electrical energy","Exports","28 282",""
"European Union (27 countries)","2014M04","Gigawatt-hour","Electrical energy","Exports","28 105",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M04","Gigawatt-hour","Electrical energy","Exports","18 963",""
"Germany (until 1990 former territory of the FRG)","2014M04","Gigawatt-hour","Electrical energy","Exports","5 756",""
"France","2014M04","Gigawatt-hour","Electrical energy","Exports","4 681",""
"Austria","2014M04","Gigawatt-hour","Electrical energy","Exports","1 124",""
"Slovenia","2014M04","Gigawatt-hour","Electrical energy","Exports","856",""
"European Union (28 countries)","2014M05","Gigawatt-hour","Electrical energy","Exports","26 630",""
"European Union (27 countries)","2014M05","Gigawatt-hour","Electrical energy","Exports","26 403",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M05","Gigawatt-hour","Electrical energy","Exports","19 474",""
"Germany (until 1990 former territory of the FRG)","2014M05","Gigawatt-hour","Electrical energy","Exports","4 681",""
"France","2014M05","Gigawatt-hour","Electrical energy","Exports","6 712",""
"Austria","2014M05","Gigawatt-hour","Electrical energy","Exports","1 582",""
"Slovenia","2014M05","Gigawatt-hour","Electrical energy","Exports","865",""
"European Union (28 countries)","2014M06","Gigawatt-hour","Electrical energy","Exports","26 732",""
"European Union (27 countries)","2014M06","Gigawatt-hour","Electrical energy","Exports","26 635",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M06","Gigawatt-hour","Electrical energy","Exports","19 697",""
"Germany (until 1990 former territory of the FRG)","2014M06","Gigawatt-hour","Electrical energy","Exports","5 194",""
"France","2014M06","Gigawatt-hour","Electrical energy","Exports","6 438",""
"Austria","2014M06","Gigawatt-hour","Electrical energy","Exports","1 426",""
"Slovenia","2014M06","Gigawatt-hour","Electrical energy","Exports","850",""
"European Union (28 countries)","2014M07","Gigawatt-hour","Electrical energy","Exports","31 486",""
"European Union (27 countries)","2014M07","Gigawatt-hour","Electrical energy","Exports","31 357",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M07","Gigawatt-hour","Electrical energy","Exports","21 598",""
"Germany (until 1990 former territory of the FRG)","2014M07","Gigawatt-hour","Electrical energy","Exports","4 870",""
"France","2014M07","Gigawatt-hour","Electrical energy","Exports","8 341",""
"Austria","2014M07","Gigawatt-hour","Electrical energy","Exports","1 330",""
"Slovenia","2014M07","Gigawatt-hour","Electrical energy","Exports","803",""
"European Union (28 countries)","2014M08","Gigawatt-hour","Electrical energy","Exports","29 846",""
"European Union (27 countries)","2014M08","Gigawatt-hour","Electrical energy","Exports","29 627",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M08","Gigawatt-hour","Electrical energy","Exports","21 255",""
"Germany (until 1990 former territory of the FRG)","2014M08","Gigawatt-hour","Electrical energy","Exports","4 745",""
"France","2014M08","Gigawatt-hour","Electrical energy","Exports","7 979",""
"Austria","2014M08","Gigawatt-hour","Electrical energy","Exports","1 705",""
"Slovenia","2014M08","Gigawatt-hour","Electrical energy","Exports","818",""
"European Union (28 countries)","2014M09","Gigawatt-hour","Electrical energy","Exports","27 880",""
"European Union (27 countries)","2014M09","Gigawatt-hour","Electrical energy","Exports","27 466",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M09","Gigawatt-hour","Electrical energy","Exports","19 877",""
"Germany (until 1990 former territory of the FRG)","2014M09","Gigawatt-hour","Electrical energy","Exports","5 666",""
"France","2014M09","Gigawatt-hour","Electrical energy","Exports","5 930",""
"Austria","2014M09","Gigawatt-hour","Electrical energy","Exports","1 828",""
"Slovenia","2014M09","Gigawatt-hour","Electrical energy","Exports","909",""
"European Union (28 countries)","2014M10","Gigawatt-hour","Electrical energy","Exports","29 846",""
"European Union (27 countries)","2014M10","Gigawatt-hour","Electrical energy","Exports","29 746",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M10","Gigawatt-hour","Electrical energy","Exports","20 514",""
"Germany (until 1990 former territory of the FRG)","2014M10","Gigawatt-hour","Electrical energy","Exports","6 919",""
"France","2014M10","Gigawatt-hour","Electrical energy","Exports","4 971",""
"Austria","2014M10","Gigawatt-hour","Electrical energy","Exports","1 728",""
"Slovenia","2014M10","Gigawatt-hour","Electrical energy","Exports","831",""
"European Union (28 countries)","2014M11","Gigawatt-hour","Electrical energy","Exports","31 421",""
"European Union (27 countries)","2014M11","Gigawatt-hour","Electrical energy","Exports","31 089",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M11","Gigawatt-hour","Electrical energy","Exports","21 747",""
"Germany (until 1990 former territory of the FRG)","2014M11","Gigawatt-hour","Electrical energy","Exports","6 680",""
"France","2014M11","Gigawatt-hour","Electrical energy","Exports","6 350",""
"Austria","2014M11","Gigawatt-hour","Electrical energy","Exports","1 603",""
"Slovenia","2014M11","Gigawatt-hour","Electrical energy","Exports","945",""
"European Union (28 countries)","2014M12","Gigawatt-hour","Electrical energy","Exports","33 487",""
"European Union (27 countries)","2014M12","Gigawatt-hour","Electrical energy","Exports","33 187",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M12","Gigawatt-hour","Electrical energy","Exports","22 766",""
"Germany (until 1990 former territory of the FRG)","2014M12","Gigawatt-hour","Electrical energy","Exports","7 697",""
"France","2014M12","Gigawatt-hour","Electrical energy","Exports","5 620",""
"Austria","2014M12","Gigawatt-hour","Electrical energy","Exports","1 545",""
"Slovenia","2014M12","Gigawatt-hour","Electrical energy","Exports","769",""
"European Union (28 countries)","2015M01","Gigawatt-hour","Electrical energy","Exports","35 174",""
"European Union (27 countries)","2015M01","Gigawatt-hour","Electrical energy","Exports","34 985",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M01","Gigawatt-hour","Electrical energy","Exports","24 052",""
"Germany (until 1990 former territory of the FRG)","2015M01","Gigawatt-hour","Electrical energy","Exports","8 020",""
"France","2015M01","Gigawatt-hour","Electrical energy","Exports","5 903",""
"Austria","2015M01","Gigawatt-hour","Electrical energy","Exports","1 966",""
"Slovenia","2015M01","Gigawatt-hour","Electrical energy","Exports","811",""
"European Union (28 countries)","2015M02","Gigawatt-hour","Electrical energy","Exports","31 064",""
"European Union (27 countries)","2015M02","Gigawatt-hour","Electrical energy","Exports","30 818",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M02","Gigawatt-hour","Electrical energy","Exports","21 155",""
"Germany (until 1990 former territory of the FRG)","2015M02","Gigawatt-hour","Electrical energy","Exports","7 325",""
"France","2015M02","Gigawatt-hour","Electrical energy","Exports","4 508",""
"Austria","2015M02","Gigawatt-hour","Electrical energy","Exports","1 507",""
"Slovenia","2015M02","Gigawatt-hour","Electrical energy","Exports","641",""
"European Union (28 countries)","2015M03","Gigawatt-hour","Electrical energy","Exports","32 356",""
"European Union (27 countries)","2015M03","Gigawatt-hour","Electrical energy","Exports","32 070",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M03","Gigawatt-hour","Electrical energy","Exports","22 376",""
"Germany (until 1990 former territory of the FRG)","2015M03","Gigawatt-hour","Electrical energy","Exports","7 719",""
"France","2015M03","Gigawatt-hour","Electrical energy","Exports","5 154",""
"Austria","2015M03","Gigawatt-hour","Electrical energy","Exports","1 513",""
"Slovenia","2015M03","Gigawatt-hour","Electrical energy","Exports","677",""
"European Union (28 countries)","2015M04","Gigawatt-hour","Electrical energy","Exports","29 365",""
"European Union (27 countries)","2015M04","Gigawatt-hour","Electrical energy","Exports","29 218",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M04","Gigawatt-hour","Electrical energy","Exports","20 402",""
"Germany (until 1990 former territory of the FRG)","2015M04","Gigawatt-hour","Electrical energy","Exports","6 321",""
"France","2015M04","Gigawatt-hour","Electrical energy","Exports","5 138",""
"Austria","2015M04","Gigawatt-hour","Electrical energy","Exports","1 689",""
"Slovenia","2015M04","Gigawatt-hour","Electrical energy","Exports","632",""
"European Union (28 countries)","2015M05","Gigawatt-hour","Electrical energy","Exports","27 560",""
"European Union (27 countries)","2015M05","Gigawatt-hour","Electrical energy","Exports","27 475",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M05","Gigawatt-hour","Electrical energy","Exports","19 652",""
"Germany (until 1990 former territory of the FRG)","2015M05","Gigawatt-hour","Electrical energy","Exports","4 994",""
"France","2015M05","Gigawatt-hour","Electrical energy","Exports","6 548",""
"Austria","2015M05","Gigawatt-hour","Electrical energy","Exports","1 856",""
"Slovenia","2015M05","Gigawatt-hour","Electrical energy","Exports","756",""
