"GEO","TIME","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"European Union (28 countries)","2012M04","Gigawatt-hour","Electrical energy","Gross inland consumption",":",""
"European Union (27 countries)","2012M04","Gigawatt-hour","Electrical energy","Gross inland consumption","788",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M04","Gigawatt-hour","Electrical energy","Gross inland consumption","2 912",""
"Germany (until 1990 former territory of the FRG)","2012M04","Gigawatt-hour","Electrical energy","Gross inland consumption","-1 235",""
"France","2012M04","Gigawatt-hour","Electrical energy","Gross inland consumption","-3 548",""
"Austria","2012M04","Gigawatt-hour","Electrical energy","Gross inland consumption","502",""
"Slovenia","2012M04","Gigawatt-hour","Electrical energy","Gross inland consumption","182",""
"European Union (28 countries)","2012M05","Gigawatt-hour","Electrical energy","Gross inland consumption",":",""
"European Union (27 countries)","2012M05","Gigawatt-hour","Electrical energy","Gross inland consumption","2 544","p"
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M05","Gigawatt-hour","Electrical energy","Gross inland consumption","3 585","p"
"Germany (until 1990 former territory of the FRG)","2012M05","Gigawatt-hour","Electrical energy","Gross inland consumption","193",""
"France","2012M05","Gigawatt-hour","Electrical energy","Gross inland consumption","-4 488",""
"Austria","2012M05","Gigawatt-hour","Electrical energy","Gross inland consumption","-34",""
"Slovenia","2012M05","Gigawatt-hour","Electrical energy","Gross inland consumption","312",""
"European Union (28 countries)","2012M06","Gigawatt-hour","Electrical energy","Gross inland consumption",":",""
"European Union (27 countries)","2012M06","Gigawatt-hour","Electrical energy","Gross inland consumption","2 083",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M06","Gigawatt-hour","Electrical energy","Gross inland consumption","3 048",""
"Germany (until 1990 former territory of the FRG)","2012M06","Gigawatt-hour","Electrical energy","Gross inland consumption","-251",""
"France","2012M06","Gigawatt-hour","Electrical energy","Gross inland consumption","-3 699",""
"Austria","2012M06","Gigawatt-hour","Electrical energy","Gross inland consumption","-522",""
"Slovenia","2012M06","Gigawatt-hour","Electrical energy","Gross inland consumption","-124",""
"European Union (28 countries)","2012M07","Gigawatt-hour","Electrical energy","Gross inland consumption",":",""
"European Union (27 countries)","2012M07","Gigawatt-hour","Electrical energy","Gross inland consumption","2 758",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M07","Gigawatt-hour","Electrical energy","Gross inland consumption","3 760",""
"Germany (until 1990 former territory of the FRG)","2012M07","Gigawatt-hour","Electrical energy","Gross inland consumption","-74",""
"France","2012M07","Gigawatt-hour","Electrical energy","Gross inland consumption","-3 270",""
"Austria","2012M07","Gigawatt-hour","Electrical energy","Gross inland consumption","-226",""
"Slovenia","2012M07","Gigawatt-hour","Electrical energy","Gross inland consumption","-205",""
"European Union (28 countries)","2012M08","Gigawatt-hour","Electrical energy","Gross inland consumption",":",""
"European Union (27 countries)","2012M08","Gigawatt-hour","Electrical energy","Gross inland consumption","1 755",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M08","Gigawatt-hour","Electrical energy","Gross inland consumption","1 350",""
"Germany (until 1990 former territory of the FRG)","2012M08","Gigawatt-hour","Electrical energy","Gross inland consumption","-1 227",""
"France","2012M08","Gigawatt-hour","Electrical energy","Gross inland consumption","-3 623",""
"Austria","2012M08","Gigawatt-hour","Electrical energy","Gross inland consumption","213",""
"Slovenia","2012M08","Gigawatt-hour","Electrical energy","Gross inland consumption","-160",""
"European Union (28 countries)","2012M09","Gigawatt-hour","Electrical energy","Gross inland consumption",":",""
"European Union (27 countries)","2012M09","Gigawatt-hour","Electrical energy","Gross inland consumption","931",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M09","Gigawatt-hour","Electrical energy","Gross inland consumption","951",""
"Germany (until 1990 former territory of the FRG)","2012M09","Gigawatt-hour","Electrical energy","Gross inland consumption","-1 955",""
"France","2012M09","Gigawatt-hour","Electrical energy","Gross inland consumption","-4 101",""
"Austria","2012M09","Gigawatt-hour","Electrical energy","Gross inland consumption","101",""
"Slovenia","2012M09","Gigawatt-hour","Electrical energy","Gross inland consumption","-222",""
"European Union (28 countries)","2012M10","Gigawatt-hour","Electrical energy","Gross inland consumption",":",""
"European Union (27 countries)","2012M10","Gigawatt-hour","Electrical energy","Gross inland consumption","354",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M10","Gigawatt-hour","Electrical energy","Gross inland consumption","1 945",""
"Germany (until 1990 former territory of the FRG)","2012M10","Gigawatt-hour","Electrical energy","Gross inland consumption","-2 633",""
"France","2012M10","Gigawatt-hour","Electrical energy","Gross inland consumption","-3 671",""
"Austria","2012M10","Gigawatt-hour","Electrical energy","Gross inland consumption","87",""
"Slovenia","2012M10","Gigawatt-hour","Electrical energy","Gross inland consumption","-292",""
"European Union (28 countries)","2012M11","Gigawatt-hour","Electrical energy","Gross inland consumption",":",""
"European Union (27 countries)","2012M11","Gigawatt-hour","Electrical energy","Gross inland consumption","-85","p"
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M11","Gigawatt-hour","Electrical energy","Gross inland consumption","1 268","p"
"Germany (until 1990 former territory of the FRG)","2012M11","Gigawatt-hour","Electrical energy","Gross inland consumption","-2 488","p"
"France","2012M11","Gigawatt-hour","Electrical energy","Gross inland consumption","-4 412",""
"Austria","2012M11","Gigawatt-hour","Electrical energy","Gross inland consumption","161",""
"Slovenia","2012M11","Gigawatt-hour","Electrical energy","Gross inland consumption","-336",""
"European Union (28 countries)","2012M12","Gigawatt-hour","Electrical energy","Gross inland consumption",":",""
"European Union (27 countries)","2012M12","Gigawatt-hour","Electrical energy","Gross inland consumption","-334",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M12","Gigawatt-hour","Electrical energy","Gross inland consumption","741",""
"Germany (until 1990 former territory of the FRG)","2012M12","Gigawatt-hour","Electrical energy","Gross inland consumption","-3 384",""
"France","2012M12","Gigawatt-hour","Electrical energy","Gross inland consumption","-4 467",""
"Austria","2012M12","Gigawatt-hour","Electrical energy","Gross inland consumption","865",""
"Slovenia","2012M12","Gigawatt-hour","Electrical energy","Gross inland consumption","-173",""
"European Union (28 countries)","2013M01","Gigawatt-hour","Electrical energy","Gross inland consumption","624",""
"European Union (27 countries)","2013M01","Gigawatt-hour","Electrical energy","Gross inland consumption","355",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M01","Gigawatt-hour","Electrical energy","Gross inland consumption","1 953",""
"Germany (until 1990 former territory of the FRG)","2013M01","Gigawatt-hour","Electrical energy","Gross inland consumption","-3 467",""
"France","2013M01","Gigawatt-hour","Electrical energy","Gross inland consumption","-3 556",""
"Austria","2013M01","Gigawatt-hour","Electrical energy","Gross inland consumption","628",""
"Slovenia","2013M01","Gigawatt-hour","Electrical energy","Gross inland consumption","-44",""
"European Union (28 countries)","2013M02","Gigawatt-hour","Electrical energy","Gross inland consumption","460",""
"European Union (27 countries)","2013M02","Gigawatt-hour","Electrical energy","Gross inland consumption","160",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M02","Gigawatt-hour","Electrical energy","Gross inland consumption","1 878",""
"Germany (until 1990 former territory of the FRG)","2013M02","Gigawatt-hour","Electrical energy","Gross inland consumption","-3 227",""
"France","2013M02","Gigawatt-hour","Electrical energy","Gross inland consumption","-2 192",""
"Austria","2013M02","Gigawatt-hour","Electrical energy","Gross inland consumption","644",""
"Slovenia","2013M02","Gigawatt-hour","Electrical energy","Gross inland consumption","37",""
"European Union (28 countries)","2013M03","Gigawatt-hour","Electrical energy","Gross inland consumption","-467",""
"European Union (27 countries)","2013M03","Gigawatt-hour","Electrical energy","Gross inland consumption","-412",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M03","Gigawatt-hour","Electrical energy","Gross inland consumption","600",""
"Germany (until 1990 former territory of the FRG)","2013M03","Gigawatt-hour","Electrical energy","Gross inland consumption","-4 748",""
"France","2013M03","Gigawatt-hour","Electrical energy","Gross inland consumption","-1 804",""
"Austria","2013M03","Gigawatt-hour","Electrical energy","Gross inland consumption","1 104",""
"Slovenia","2013M03","Gigawatt-hour","Electrical energy","Gross inland consumption","-95",""
"European Union (28 countries)","2013M04","Gigawatt-hour","Electrical energy","Gross inland consumption","-539",""
"European Union (27 countries)","2013M04","Gigawatt-hour","Electrical energy","Gross inland consumption","-359",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M04","Gigawatt-hour","Electrical energy","Gross inland consumption","333",""
"Germany (until 1990 former territory of the FRG)","2013M04","Gigawatt-hour","Electrical energy","Gross inland consumption","-2 378",""
"France","2013M04","Gigawatt-hour","Electrical energy","Gross inland consumption","-3 292",""
"Austria","2013M04","Gigawatt-hour","Electrical energy","Gross inland consumption","337",""
"Slovenia","2013M04","Gigawatt-hour","Electrical energy","Gross inland consumption","-204",""
"European Union (28 countries)","2013M05","Gigawatt-hour","Electrical energy","Gross inland consumption","2 070",""
"European Union (27 countries)","2013M05","Gigawatt-hour","Electrical energy","Gross inland consumption","1 998",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M05","Gigawatt-hour","Electrical energy","Gross inland consumption","1 358",""
"Germany (until 1990 former territory of the FRG)","2013M05","Gigawatt-hour","Electrical energy","Gross inland consumption","265",""
"France","2013M05","Gigawatt-hour","Electrical energy","Gross inland consumption","-5 848",""
"Austria","2013M05","Gigawatt-hour","Electrical energy","Gross inland consumption","-764",""
"Slovenia","2013M05","Gigawatt-hour","Electrical energy","Gross inland consumption","-290",""
"European Union (28 countries)","2013M06","Gigawatt-hour","Electrical energy","Gross inland consumption","2 987",""
"European Union (27 countries)","2013M06","Gigawatt-hour","Electrical energy","Gross inland consumption","2 620",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M06","Gigawatt-hour","Electrical energy","Gross inland consumption","1 120",""
"Germany (until 1990 former territory of the FRG)","2013M06","Gigawatt-hour","Electrical energy","Gross inland consumption","-860",""
"France","2013M06","Gigawatt-hour","Electrical energy","Gross inland consumption","-5 749",""
"Austria","2013M06","Gigawatt-hour","Electrical energy","Gross inland consumption","53",""
"Slovenia","2013M06","Gigawatt-hour","Electrical energy","Gross inland consumption","-294",""
"European Union (28 countries)","2013M07","Gigawatt-hour","Electrical energy","Gross inland consumption","3 051",""
"European Union (27 countries)","2013M07","Gigawatt-hour","Electrical energy","Gross inland consumption","2 499",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M07","Gigawatt-hour","Electrical energy","Gross inland consumption","1 939",""
"Germany (until 1990 former territory of the FRG)","2013M07","Gigawatt-hour","Electrical energy","Gross inland consumption","-678",""
"France","2013M07","Gigawatt-hour","Electrical energy","Gross inland consumption","-5 588",""
"Austria","2013M07","Gigawatt-hour","Electrical energy","Gross inland consumption","247",""
"Slovenia","2013M07","Gigawatt-hour","Electrical energy","Gross inland consumption","-235",""
"European Union (28 countries)","2013M08","Gigawatt-hour","Electrical energy","Gross inland consumption","2 437",""
"European Union (27 countries)","2013M08","Gigawatt-hour","Electrical energy","Gross inland consumption","1 894",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M08","Gigawatt-hour","Electrical energy","Gross inland consumption","592",""
"Germany (until 1990 former territory of the FRG)","2013M08","Gigawatt-hour","Electrical energy","Gross inland consumption","-1 366",""
"France","2013M08","Gigawatt-hour","Electrical energy","Gross inland consumption","-6 256",""
"Austria","2013M08","Gigawatt-hour","Electrical energy","Gross inland consumption","1 033",""
"Slovenia","2013M08","Gigawatt-hour","Electrical energy","Gross inland consumption","-129",""
"European Union (28 countries)","2013M09","Gigawatt-hour","Electrical energy","Gross inland consumption","572",""
"European Union (27 countries)","2013M09","Gigawatt-hour","Electrical energy","Gross inland consumption","55",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M09","Gigawatt-hour","Electrical energy","Gross inland consumption","-544",""
"Germany (until 1990 former territory of the FRG)","2013M09","Gigawatt-hour","Electrical energy","Gross inland consumption","-3 493",""
"France","2013M09","Gigawatt-hour","Electrical energy","Gross inland consumption","-4 904",""
"Austria","2013M09","Gigawatt-hour","Electrical energy","Gross inland consumption","686",""
"Slovenia","2013M09","Gigawatt-hour","Electrical energy","Gross inland consumption","-124",""
"European Union (28 countries)","2013M10","Gigawatt-hour","Electrical energy","Gross inland consumption","486",""
"European Union (27 countries)","2013M10","Gigawatt-hour","Electrical energy","Gross inland consumption","74",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M10","Gigawatt-hour","Electrical energy","Gross inland consumption","901",""
"Germany (until 1990 former territory of the FRG)","2013M10","Gigawatt-hour","Electrical energy","Gross inland consumption","-4 380",""
"France","2013M10","Gigawatt-hour","Electrical energy","Gross inland consumption","-4 102",""
"Austria","2013M10","Gigawatt-hour","Electrical energy","Gross inland consumption","1 135",""
"Slovenia","2013M10","Gigawatt-hour","Electrical energy","Gross inland consumption","326",""
"European Union (28 countries)","2013M11","Gigawatt-hour","Electrical energy","Gross inland consumption","1 145",""
"European Union (27 countries)","2013M11","Gigawatt-hour","Electrical energy","Gross inland consumption","904",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M11","Gigawatt-hour","Electrical energy","Gross inland consumption","1 883",""
"Germany (until 1990 former territory of the FRG)","2013M11","Gigawatt-hour","Electrical energy","Gross inland consumption","-3 369",""
"France","2013M11","Gigawatt-hour","Electrical energy","Gross inland consumption","-2 591",""
"Austria","2013M11","Gigawatt-hour","Electrical energy","Gross inland consumption","595",""
"Slovenia","2013M11","Gigawatt-hour","Electrical energy","Gross inland consumption","48",""
"European Union (28 countries)","2013M12","Gigawatt-hour","Electrical energy","Gross inland consumption","-583",""
"European Union (27 countries)","2013M12","Gigawatt-hour","Electrical energy","Gross inland consumption","-1 095",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M12","Gigawatt-hour","Electrical energy","Gross inland consumption","601",""
"Germany (until 1990 former territory of the FRG)","2013M12","Gigawatt-hour","Electrical energy","Gross inland consumption","-4 495",""
"France","2013M12","Gigawatt-hour","Electrical energy","Gross inland consumption","-2 795",""
"Austria","2013M12","Gigawatt-hour","Electrical energy","Gross inland consumption","1 583",""
"Slovenia","2013M12","Gigawatt-hour","Electrical energy","Gross inland consumption","-158",""
"European Union (28 countries)","2014M01","Gigawatt-hour","Electrical energy","Gross inland consumption","-443",""
"European Union (27 countries)","2014M01","Gigawatt-hour","Electrical energy","Gross inland consumption","-758",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M01","Gigawatt-hour","Electrical energy","Gross inland consumption","788",""
"Germany (until 1990 former territory of the FRG)","2014M01","Gigawatt-hour","Electrical energy","Gross inland consumption","-4 110",""
"France","2014M01","Gigawatt-hour","Electrical energy","Gross inland consumption","-5 882",""
"Austria","2014M01","Gigawatt-hour","Electrical energy","Gross inland consumption","2 041",""
"Slovenia","2014M01","Gigawatt-hour","Electrical energy","Gross inland consumption","-260",""
"European Union (28 countries)","2014M02","Gigawatt-hour","Electrical energy","Gross inland consumption","-295",""
"European Union (27 countries)","2014M02","Gigawatt-hour","Electrical energy","Gross inland consumption","-403",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M02","Gigawatt-hour","Electrical energy","Gross inland consumption","921",""
"Germany (until 1990 former territory of the FRG)","2014M02","Gigawatt-hour","Electrical energy","Gross inland consumption","-4 372",""
"France","2014M02","Gigawatt-hour","Electrical energy","Gross inland consumption","-4 320",""
"Austria","2014M02","Gigawatt-hour","Electrical energy","Gross inland consumption","1 955",""
"Slovenia","2014M02","Gigawatt-hour","Electrical energy","Gross inland consumption","-249",""
"European Union (28 countries)","2014M03","Gigawatt-hour","Electrical energy","Gross inland consumption","279",""
"European Union (27 countries)","2014M03","Gigawatt-hour","Electrical energy","Gross inland consumption","62",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M03","Gigawatt-hour","Electrical energy","Gross inland consumption","2 522",""
"Germany (until 1990 former territory of the FRG)","2014M03","Gigawatt-hour","Electrical energy","Gross inland consumption","-3 896",""
"France","2014M03","Gigawatt-hour","Electrical energy","Gross inland consumption","-4 566",""
"Austria","2014M03","Gigawatt-hour","Electrical energy","Gross inland consumption","1 670",""
"Slovenia","2014M03","Gigawatt-hour","Electrical energy","Gross inland consumption","-333",""
"European Union (28 countries)","2014M04","Gigawatt-hour","Electrical energy","Gross inland consumption","1 476",""
"European Union (27 countries)","2014M04","Gigawatt-hour","Electrical energy","Gross inland consumption","1 086",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M04","Gigawatt-hour","Electrical energy","Gross inland consumption","1 385",""
"Germany (until 1990 former territory of the FRG)","2014M04","Gigawatt-hour","Electrical energy","Gross inland consumption","-2 838",""
"France","2014M04","Gigawatt-hour","Electrical energy","Gross inland consumption","-4 020",""
"Austria","2014M04","Gigawatt-hour","Electrical energy","Gross inland consumption","909",""
"Slovenia","2014M04","Gigawatt-hour","Electrical energy","Gross inland consumption","-272",""
"European Union (28 countries)","2014M05","Gigawatt-hour","Electrical energy","Gross inland consumption","2 331",""
"European Union (27 countries)","2014M05","Gigawatt-hour","Electrical energy","Gross inland consumption","2 082",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M05","Gigawatt-hour","Electrical energy","Gross inland consumption","414",""
"Germany (until 1990 former territory of the FRG)","2014M05","Gigawatt-hour","Electrical energy","Gross inland consumption","-918",""
"France","2014M05","Gigawatt-hour","Electrical energy","Gross inland consumption","-6 442",""
"Austria","2014M05","Gigawatt-hour","Electrical energy","Gross inland consumption","-345",""
"Slovenia","2014M05","Gigawatt-hour","Electrical energy","Gross inland consumption","-356",""
"European Union (28 countries)","2014M06","Gigawatt-hour","Electrical energy","Gross inland consumption","2 339",""
"European Union (27 countries)","2014M06","Gigawatt-hour","Electrical energy","Gross inland consumption","1 827",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M06","Gigawatt-hour","Electrical energy","Gross inland consumption","629",""
"Germany (until 1990 former territory of the FRG)","2014M06","Gigawatt-hour","Electrical energy","Gross inland consumption","-1 756",""
"France","2014M06","Gigawatt-hour","Electrical energy","Gross inland consumption","-6 151",""
"Austria","2014M06","Gigawatt-hour","Electrical energy","Gross inland consumption","322",""
"Slovenia","2014M06","Gigawatt-hour","Electrical energy","Gross inland consumption","-229",""
"European Union (28 countries)","2014M07","Gigawatt-hour","Electrical energy","Gross inland consumption","3 180",""
"European Union (27 countries)","2014M07","Gigawatt-hour","Electrical energy","Gross inland consumption","2 557",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M07","Gigawatt-hour","Electrical energy","Gross inland consumption","1 988",""
"Germany (until 1990 former territory of the FRG)","2014M07","Gigawatt-hour","Electrical energy","Gross inland consumption","623",""
"France","2014M07","Gigawatt-hour","Electrical energy","Gross inland consumption","-8 166",""
"Austria","2014M07","Gigawatt-hour","Electrical energy","Gross inland consumption","302",""
"Slovenia","2014M07","Gigawatt-hour","Electrical energy","Gross inland consumption","-191",""
"European Union (28 countries)","2014M08","Gigawatt-hour","Electrical energy","Gross inland consumption","1 261",""
"European Union (27 countries)","2014M08","Gigawatt-hour","Electrical energy","Gross inland consumption","732",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M08","Gigawatt-hour","Electrical energy","Gross inland consumption","-362",""
"Germany (until 1990 former territory of the FRG)","2014M08","Gigawatt-hour","Electrical energy","Gross inland consumption","-48",""
"France","2014M08","Gigawatt-hour","Electrical energy","Gross inland consumption","-7 797",""
"Austria","2014M08","Gigawatt-hour","Electrical energy","Gross inland consumption","-345",""
"Slovenia","2014M08","Gigawatt-hour","Electrical energy","Gross inland consumption","-246",""
"European Union (28 countries)","2014M09","Gigawatt-hour","Electrical energy","Gross inland consumption","1 552",""
"European Union (27 countries)","2014M09","Gigawatt-hour","Electrical energy","Gross inland consumption","1 198",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M09","Gigawatt-hour","Electrical energy","Gross inland consumption","827",""
"Germany (until 1990 former territory of the FRG)","2014M09","Gigawatt-hour","Electrical energy","Gross inland consumption","-2 982",""
"France","2014M09","Gigawatt-hour","Electrical energy","Gross inland consumption","-5 337",""
"Austria","2014M09","Gigawatt-hour","Electrical energy","Gross inland consumption","-191",""
"Slovenia","2014M09","Gigawatt-hour","Electrical energy","Gross inland consumption","-243",""
"European Union (28 countries)","2014M10","Gigawatt-hour","Electrical energy","Gross inland consumption","1 369",""
"European Union (27 countries)","2014M10","Gigawatt-hour","Electrical energy","Gross inland consumption","914",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M10","Gigawatt-hour","Electrical energy","Gross inland consumption","2 138",""
"Germany (until 1990 former territory of the FRG)","2014M10","Gigawatt-hour","Electrical energy","Gross inland consumption","-4 667",""
"France","2014M10","Gigawatt-hour","Electrical energy","Gross inland consumption","-4 307",""
"Austria","2014M10","Gigawatt-hour","Electrical energy","Gross inland consumption","1 087",""
"Slovenia","2014M10","Gigawatt-hour","Electrical energy","Gross inland consumption","-51",""
"European Union (28 countries)","2014M11","Gigawatt-hour","Electrical energy","Gross inland consumption","1 152",""
"European Union (27 countries)","2014M11","Gigawatt-hour","Electrical energy","Gross inland consumption","962",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M11","Gigawatt-hour","Electrical energy","Gross inland consumption","1 271",""
"Germany (until 1990 former territory of the FRG)","2014M11","Gigawatt-hour","Electrical energy","Gross inland consumption","-3 789",""
"France","2014M11","Gigawatt-hour","Electrical energy","Gross inland consumption","-5 810",""
"Austria","2014M11","Gigawatt-hour","Electrical energy","Gross inland consumption","589",""
"Slovenia","2014M11","Gigawatt-hour","Electrical energy","Gross inland consumption","-169",""
"European Union (28 countries)","2014M12","Gigawatt-hour","Electrical energy","Gross inland consumption","-1 793",""
"European Union (27 countries)","2014M12","Gigawatt-hour","Electrical energy","Gross inland consumption","-2 007",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M12","Gigawatt-hour","Electrical energy","Gross inland consumption","640",""
"Germany (until 1990 former territory of the FRG)","2014M12","Gigawatt-hour","Electrical energy","Gross inland consumption","-5 134",""
"France","2014M12","Gigawatt-hour","Electrical energy","Gross inland consumption","-4 772",""
"Austria","2014M12","Gigawatt-hour","Electrical energy","Gross inland consumption","1 281",""
"Slovenia","2014M12","Gigawatt-hour","Electrical energy","Gross inland consumption","-95",""
"European Union (28 countries)","2015M01","Gigawatt-hour","Electrical energy","Gross inland consumption","602",""
"European Union (27 countries)","2015M01","Gigawatt-hour","Electrical energy","Gross inland consumption","190",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M01","Gigawatt-hour","Electrical energy","Gross inland consumption","2 070",""
"Germany (until 1990 former territory of the FRG)","2015M01","Gigawatt-hour","Electrical energy","Gross inland consumption","-5 135",""
"France","2015M01","Gigawatt-hour","Electrical energy","Gross inland consumption","-5 183",""
"Austria","2015M01","Gigawatt-hour","Electrical energy","Gross inland consumption","1 052",""
"Slovenia","2015M01","Gigawatt-hour","Electrical energy","Gross inland consumption","0",""
"European Union (28 countries)","2015M02","Gigawatt-hour","Electrical energy","Gross inland consumption","482",""
"European Union (27 countries)","2015M02","Gigawatt-hour","Electrical energy","Gross inland consumption","196",""
