"GEO","TIME","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"European Union (27 countries)","2012M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","12 291",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","9 267",""
"Germany (until 1990 former territory of the FRG)","2012M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","2 643",""
"France","2012M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","876",""
"Austria","2012M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","114",""
"Slovenia","2012M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2012M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind",":",""
"European Union (27 countries)","2012M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","11 582",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","8 568",""
"Germany (until 1990 former territory of the FRG)","2012M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","2 165",""
"France","2012M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","862",""
"Austria","2012M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","86",""
"Slovenia","2012M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2012M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind",":",""
"European Union (27 countries)","2012M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","15 566",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","10 781",""
"Germany (until 1990 former territory of the FRG)","2012M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","3 027",""
"France","2012M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","886",""
"Austria","2012M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","161",""
"Slovenia","2012M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind",":",""
"European Union (27 countries)","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","15 243",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","11 086",""
"Germany (until 1990 former territory of the FRG)","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","3 736",""
"France","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","1 210",""
"Austria","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","140",""
"Slovenia","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind",":",""
"European Union (27 countries)","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","18 859","p"
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","14 030","p"
"Germany (until 1990 former territory of the FRG)","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","3 912","p"
"France","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","1 253",""
"Austria","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","170",""
"Slovenia","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind",":",""
"European Union (27 countries)","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","23 933",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","18 255",""
"Germany (until 1990 former territory of the FRG)","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","5 642",""
"France","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","2 217",""
"Austria","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","161",""
"Slovenia","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","23 977",""
"European Union (27 countries)","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","23 941",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","18 423",""
"Germany (until 1990 former territory of the FRG)","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","5 695",""
"France","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","1 264",""
"Austria","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","203",""
"Slovenia","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","20 085",""
"European Union (27 countries)","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","20 042",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","15 694",""
"Germany (until 1990 former territory of the FRG)","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","3 661",""
"France","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","1 393",""
"Austria","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","173",""
"Slovenia","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","24 034",""
"European Union (27 countries)","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","23 994",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","18 016",""
"Germany (until 1990 former territory of the FRG)","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","5 292",""
"France","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","1 296",""
"Austria","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","247",""
"Slovenia","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","19 458",""
"European Union (27 countries)","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","19 431",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","13 681",""
"Germany (until 1990 former territory of the FRG)","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","3 772",""
"France","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","1 428",""
"Austria","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","151",""
"Slovenia","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","17 475",""
"European Union (27 countries)","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","17 451",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","12 441",""
"Germany (until 1990 former territory of the FRG)","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","3 234",""
"France","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","1 201",""
"Austria","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","199",""
"Slovenia","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","16 514",""
"European Union (27 countries)","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","16 493",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","12 164",""
"Germany (until 1990 former territory of the FRG)","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","3 865",""
"France","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","1 170",""
"Austria","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","201",""
"Slovenia","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","11 476",""
"European Union (27 countries)","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","11 444",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","7 868",""
"Germany (until 1990 former territory of the FRG)","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","1 937",""
"France","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","839",""
"Austria","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","117",""
"Slovenia","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","13 595",""
"European Union (27 countries)","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","13 567",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","9 593",""
"Germany (until 1990 former territory of the FRG)","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","2 660",""
"France","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","699",""
"Austria","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","112",""
"Slovenia","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","15 940",""
"European Union (27 countries)","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","15 907",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","11 056",""
"Germany (until 1990 former territory of the FRG)","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","3 810",""
"France","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","974",""
"Austria","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","167",""
"Slovenia","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","22 982",""
"European Union (27 countries)","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","22 929",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","15 790",""
"Germany (until 1990 former territory of the FRG)","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","6 214",""
"France","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","1 577",""
"Austria","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","156",""
"Slovenia","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","24 688",""
"European Union (27 countries)","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","24 620",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","17 946",""
"Germany (until 1990 former territory of the FRG)","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","4 889",""
"France","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","1 909",""
"Austria","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","242",""
"Slovenia","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","29 866",""
"European Union (27 countries)","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","29 819",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","20 464",""
"Germany (until 1990 former territory of the FRG)","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","8 371",""
"France","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","1 903",""
"Austria","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","236",""
"Slovenia","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","30 270",""
"European Union (27 countries)","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","30 207",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","21 338",""
"Germany (until 1990 former territory of the FRG)","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","6 779",""
"France","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","2 102",""
"Austria","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","238",""
"Slovenia","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","28 439",""
"European Union (27 countries)","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","28 369",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","20 595",""
"Germany (until 1990 former territory of the FRG)","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","6 687",""
"France","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","2 269",""
"Austria","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","267",""
"Slovenia","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","23 638",""
"European Union (27 countries)","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","23 578",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","16 120",""
"Germany (until 1990 former territory of the FRG)","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","4 989",""
"France","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","1 277",""
"Austria","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","285",""
"Slovenia","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","18 366",""
"European Union (27 countries)","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","18 317",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","12 600",""
"Germany (until 1990 former territory of the FRG)","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","3 864",""
"France","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","981",""
"Austria","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","220",""
"Slovenia","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","18 685",""
"European Union (27 countries)","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","18 628",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","13 712",""
"Germany (until 1990 former territory of the FRG)","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","4 030",""
"France","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","1 549",""
"Austria","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","349",""
"Slovenia","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","13 492",""
"European Union (27 countries)","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","13 418",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","9 578",""
"Germany (until 1990 former territory of the FRG)","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","2 692",""
"France","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","920",""
"Austria","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","156",""
"Slovenia","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","14 556",""
"European Union (27 countries)","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","14 519",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","10 310",""
"Germany (until 1990 former territory of the FRG)","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","2 548",""
"France","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","907",""
"Austria","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","197",""
"Slovenia","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","16 703",""
"European Union (27 countries)","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","16 661",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","10 840",""
"Germany (until 1990 former territory of the FRG)","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","3 624",""
"France","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","892",""
"Austria","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","184",""
"Slovenia","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","12 646",""
"European Union (27 countries)","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","12 599",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","8 135",""
"Germany (until 1990 former territory of the FRG)","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","2 671",""
"France","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","704",""
"Austria","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","222",""
"Slovenia","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","20 739",""
"European Union (27 countries)","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","20 688",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","13 065",""
"Germany (until 1990 former territory of the FRG)","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","4 131",""
"France","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","1 329",""
"Austria","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","202",""
"Slovenia","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","0",""
"European Union (28 countries)","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","21 725",""
"European Union (27 countries)","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","21 658",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","15 224",""
"Germany (until 1990 former territory of the FRG)","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","4 332",""
"France","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","1 431",""
"Austria","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Wind","300",""
