"GEO","TIME","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"European Union (27 countries)","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","271 154","p"
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","187 608","p"
"Germany (until 1990 former territory of the FRG)","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","47 431","p"
"France","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","51 150",""
"Austria","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","6 289",""
"Slovenia","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 575",""
"European Union (28 countries)","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Total",":",""
"European Union (27 countries)","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","289 187",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","198 465",""
"Germany (until 1990 former territory of the FRG)","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","47 185",""
"France","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","56 684",""
"Austria","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","6 114",""
"Slovenia","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 463",""
"European Union (28 countries)","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","305 015",""
"European Union (27 countries)","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","303 685",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","209 987",""
"Germany (until 1990 former territory of the FRG)","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","51 449",""
"France","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","60 002",""
"Austria","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","6 488",""
"Slovenia","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 405",""
"European Union (28 countries)","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","277 592",""
"European Union (27 countries)","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","276 329",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","192 165",""
"Germany (until 1990 former territory of the FRG)","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","47 250",""
"France","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","54 190",""
"Austria","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","5 661",""
"Slovenia","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 213",""
"European Union (28 countries)","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","293 274",""
"European Union (27 countries)","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","291 701",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","202 090",""
"Germany (until 1990 former territory of the FRG)","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","51 690",""
"France","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","53 851",""
"Austria","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","5 674",""
"Slovenia","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 423",""
"European Union (28 countries)","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","256 220",""
"European Union (27 countries)","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","254 722",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","176 707",""
"Germany (until 1990 former territory of the FRG)","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","44 846",""
"France","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","45 408",""
"Austria","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","5 759",""
"Slovenia","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 405",""
"European Union (28 countries)","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","241 905",""
"European Union (27 countries)","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","240 676",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","169 425",""
"Germany (until 1990 former territory of the FRG)","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","40 145",""
"France","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","44 536",""
"Austria","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","6 571",""
"Slovenia","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 473",""
"European Union (28 countries)","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","232 274",""
"European Union (27 countries)","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","231 349",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","164 714",""
"Germany (until 1990 former territory of the FRG)","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","40 774",""
"France","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","40 242",""
"Austria","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","5 725",""
"Slovenia","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 459",""
"European Union (28 countries)","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","245 991",""
"European Union (27 countries)","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","245 077",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","175 490",""
"Germany (until 1990 former territory of the FRG)","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","41 788",""
"France","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","41 848",""
"Austria","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","5 527",""
"Slovenia","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 471",""
"European Union (28 countries)","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","229 710",""
"European Union (27 countries)","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","228 513",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","159 580",""
"Germany (until 1990 former territory of the FRG)","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","40 861",""
"France","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","32 299",""
"Austria","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","4 719",""
"Slovenia","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 313",""
"European Union (28 countries)","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","240 382",""
"European Union (27 countries)","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","239 527",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","169 063",""
"Germany (until 1990 former territory of the FRG)","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","43 840",""
"France","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","39 762",""
"Austria","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","5 174",""
"Slovenia","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 319",""
"European Union (28 countries)","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","259 619",""
"European Union (27 countries)","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","258 532",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","179 039",""
"Germany (until 1990 former territory of the FRG)","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","47 661",""
"France","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","42 960",""
"Austria","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","5 247",""
"Slovenia","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","932",""
"European Union (28 countries)","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","272 323",""
"European Union (27 countries)","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","271 070",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","188 094",""
"Germany (until 1990 former territory of the FRG)","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","47 340",""
"France","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","50 347",""
"Austria","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","5 891",""
"Slovenia","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 202",""
"European Union (28 countries)","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","287 417",""
"European Union (27 countries)","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","286 302",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","199 281",""
"Germany (until 1990 former territory of the FRG)","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","48 297",""
"France","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","55 633",""
"Austria","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","5 242",""
"Slovenia","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 460",""
"European Union (28 countries)","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","295 046",""
"European Union (27 countries)","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","293 795",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","203 292",""
"Germany (until 1990 former territory of the FRG)","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","49 886",""
"France","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","58 143",""
"Austria","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","4 882",""
"Slovenia","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 579",""
"European Union (28 countries)","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","265 086",""
"European Union (27 countries)","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","263 765",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","183 979",""
"Germany (until 1990 former territory of the FRG)","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","45 643",""
"France","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","51 350",""
"Austria","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","4 275",""
"Slovenia","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 430",""
"European Union (28 countries)","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","270 079",""
"European Union (27 countries)","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","268 833",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","185 469",""
"Germany (until 1990 former territory of the FRG)","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","46 777",""
"France","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","50 176",""
"Austria","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","4 748",""
"Slovenia","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 571",""
"European Union (28 countries)","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","240 650",""
"European Union (27 countries)","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","239 581",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","166 486",""
"Germany (until 1990 former territory of the FRG)","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","42 140",""
"France","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","42 091",""
"Austria","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","5 005",""
"Slovenia","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 437",""
"European Union (28 countries)","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","238 033",""
"European Union (27 countries)","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","236 906",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","167 110",""
"Germany (until 1990 former territory of the FRG)","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","40 085",""
"France","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","42 677",""
"Austria","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","6 301",""
"Slovenia","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 540",""
"European Union (28 countries)","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","230 399",""
"European Union (27 countries)","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","229 543",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","163 666",""
"Germany (until 1990 former territory of the FRG)","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","39 170",""
"France","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","40 224",""
"Austria","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","5 409",""
"Slovenia","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 400",""
"European Union (28 countries)","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","242 498",""
"European Union (27 countries)","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","241 623",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","172 980",""
"Germany (until 1990 former territory of the FRG)","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","40 259",""
"France","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","43 679",""
"Austria","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","5 622",""
"Slovenia","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 391",""
"European Union (28 countries)","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","231 296",""
"European Union (27 countries)","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","230 334",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","163 167",""
"Germany (until 1990 former territory of the FRG)","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","38 617",""
"France","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","40 327",""
"Austria","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","6 039",""
"Slovenia","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 388",""
"European Union (28 countries)","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","238 182",""
"European Union (27 countries)","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","237 154",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","167 616",""
"Germany (until 1990 former territory of the FRG)","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","42 174",""
"France","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","40 184",""
"Austria","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","6 040",""
"Slovenia","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 415",""
"European Union (28 countries)","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","253 998",""
"European Union (27 countries)","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","253 030",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","175 630",""
"Germany (until 1990 former territory of the FRG)","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","46 570",""
"France","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","42 635",""
"Austria","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","5 287",""
"Slovenia","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 302",""
"European Union (28 countries)","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","262 630",""
"European Union (27 countries)","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","261 358",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","181 408",""
"Germany (until 1990 former territory of the FRG)","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","45 949",""
"France","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","49 281",""
"Austria","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","5 799",""
"Slovenia","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Total","1 410",""
