"GEO","TIME","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"Austria","2012M06","Gigawatt-hour","Electrical energy","Available for the internal market","5 172",""
"Slovenia","2012M06","Gigawatt-hour","Electrical energy","Available for the internal market","1 076",""
"European Union (28 countries)","2012M07","Gigawatt-hour","Electrical energy","Available for the internal market",":",""
"European Union (27 countries)","2012M07","Gigawatt-hour","Electrical energy","Available for the internal market","232 373",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M07","Gigawatt-hour","Electrical energy","Available for the internal market","166 698",""
"Germany (until 1990 former territory of the FRG)","2012M07","Gigawatt-hour","Electrical energy","Available for the internal market","37 789",""
"France","2012M07","Gigawatt-hour","Electrical energy","Available for the internal market","33 479",""
"Austria","2012M07","Gigawatt-hour","Electrical energy","Available for the internal market","5 318",""
"Slovenia","2012M07","Gigawatt-hour","Electrical energy","Available for the internal market","1 099",""
"European Union (28 countries)","2012M08","Gigawatt-hour","Electrical energy","Available for the internal market",":",""
"European Union (27 countries)","2012M08","Gigawatt-hour","Electrical energy","Available for the internal market","227 273",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M08","Gigawatt-hour","Electrical energy","Available for the internal market","161 038",""
"Germany (until 1990 former territory of the FRG)","2012M08","Gigawatt-hour","Electrical energy","Available for the internal market","37 877",""
"France","2012M08","Gigawatt-hour","Electrical energy","Available for the internal market","31 577",""
"Austria","2012M08","Gigawatt-hour","Electrical energy","Available for the internal market","5 243",""
"Slovenia","2012M08","Gigawatt-hour","Electrical energy","Available for the internal market","1 071",""
"European Union (28 countries)","2012M09","Gigawatt-hour","Electrical energy","Available for the internal market",":",""
"European Union (27 countries)","2012M09","Gigawatt-hour","Electrical energy","Available for the internal market","224 140",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M09","Gigawatt-hour","Electrical energy","Available for the internal market","158 149",""
"Germany (until 1990 former territory of the FRG)","2012M09","Gigawatt-hour","Electrical energy","Available for the internal market","37 118",""
"France","2012M09","Gigawatt-hour","Electrical energy","Available for the internal market","32 756",""
"Austria","2012M09","Gigawatt-hour","Electrical energy","Available for the internal market","5 200",""
"Slovenia","2012M09","Gigawatt-hour","Electrical energy","Available for the internal market","1 067",""
"European Union (28 countries)","2012M10","Gigawatt-hour","Electrical energy","Available for the internal market",":",""
"European Union (27 countries)","2012M10","Gigawatt-hour","Electrical energy","Available for the internal market","243 957",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M10","Gigawatt-hour","Electrical energy","Available for the internal market","170 153",""
"Germany (until 1990 former territory of the FRG)","2012M10","Gigawatt-hour","Electrical energy","Available for the internal market","40 474",""
"France","2012M10","Gigawatt-hour","Electrical energy","Available for the internal market","37 926",""
"Austria","2012M10","Gigawatt-hour","Electrical energy","Available for the internal market","5 629",""
"Slovenia","2012M10","Gigawatt-hour","Electrical energy","Available for the internal market","1 120",""
"European Union (28 countries)","2012M11","Gigawatt-hour","Electrical energy","Available for the internal market",":",""
"European Union (27 countries)","2012M11","Gigawatt-hour","Electrical energy","Available for the internal market","253 914","p"
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M11","Gigawatt-hour","Electrical energy","Available for the internal market","177 707","p"
"Germany (until 1990 former territory of the FRG)","2012M11","Gigawatt-hour","Electrical energy","Available for the internal market","41 404","p"
"France","2012M11","Gigawatt-hour","Electrical energy","Available for the internal market","43 941",""
"Austria","2012M11","Gigawatt-hour","Electrical energy","Available for the internal market","5 744",""
"Slovenia","2012M11","Gigawatt-hour","Electrical energy","Available for the internal market","1 107",""
"European Union (28 countries)","2012M12","Gigawatt-hour","Electrical energy","Available for the internal market",":",""
"European Union (27 countries)","2012M12","Gigawatt-hour","Electrical energy","Available for the internal market","270 470",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M12","Gigawatt-hour","Electrical energy","Available for the internal market","187 313",""
"Germany (until 1990 former territory of the FRG)","2012M12","Gigawatt-hour","Electrical energy","Available for the internal market","40 278",""
"France","2012M12","Gigawatt-hour","Electrical energy","Available for the internal market","49 248",""
"Austria","2012M12","Gigawatt-hour","Electrical energy","Available for the internal market","6 126",""
"Slovenia","2012M12","Gigawatt-hour","Electrical energy","Available for the internal market","1 157",""
"European Union (28 countries)","2013M01","Gigawatt-hour","Electrical energy","Available for the internal market","286 474",""
"European Union (27 countries)","2013M01","Gigawatt-hour","Electrical energy","Available for the internal market","284 922",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M01","Gigawatt-hour","Electrical energy","Available for the internal market","199 642",""
"Germany (until 1990 former territory of the FRG)","2013M01","Gigawatt-hour","Electrical energy","Available for the internal market","44 263",""
"France","2013M01","Gigawatt-hour","Electrical energy","Available for the internal market","53 467",""
"Austria","2013M01","Gigawatt-hour","Electrical energy","Available for the internal market","6 338",""
"Slovenia","2013M01","Gigawatt-hour","Electrical energy","Available for the internal market","1 224",""
"European Union (28 countries)","2013M02","Gigawatt-hour","Electrical energy","Available for the internal market","261 043",""
"European Union (27 countries)","2013M02","Gigawatt-hour","Electrical energy","Available for the internal market","259 532",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M02","Gigawatt-hour","Electrical energy","Available for the internal market","183 094",""
"Germany (until 1990 former territory of the FRG)","2013M02","Gigawatt-hour","Electrical energy","Available for the internal market","40 592",""
"France","2013M02","Gigawatt-hour","Electrical energy","Available for the internal market","49 363",""
"Austria","2013M02","Gigawatt-hour","Electrical energy","Available for the internal market","5 812",""
"Slovenia","2013M02","Gigawatt-hour","Electrical energy","Available for the internal market","1 128",""
"European Union (28 countries)","2013M03","Gigawatt-hour","Electrical energy","Available for the internal market","274 282",""
"European Union (27 countries)","2013M03","Gigawatt-hour","Electrical energy","Available for the internal market","272 805",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M03","Gigawatt-hour","Electrical energy","Available for the internal market","190 439",""
"Germany (until 1990 former territory of the FRG)","2013M03","Gigawatt-hour","Electrical energy","Available for the internal market","43 305",""
"France","2013M03","Gigawatt-hour","Electrical energy","Available for the internal market","49 160",""
"Austria","2013M03","Gigawatt-hour","Electrical energy","Available for the internal market","6 103",""
"Slovenia","2013M03","Gigawatt-hour","Electrical energy","Available for the internal market","1 203",""
"European Union (28 countries)","2013M04","Gigawatt-hour","Electrical energy","Available for the internal market","239 446",""
"European Union (27 countries)","2013M04","Gigawatt-hour","Electrical energy","Available for the internal market","238 170",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M04","Gigawatt-hour","Electrical energy","Available for the internal market","166 200",""
"Germany (until 1990 former territory of the FRG)","2013M04","Gigawatt-hour","Electrical energy","Available for the internal market","39 197",""
"France","2013M04","Gigawatt-hour","Electrical energy","Available for the internal market","39 683",""
"Austria","2013M04","Gigawatt-hour","Electrical energy","Available for the internal market","5 422",""
"Slovenia","2013M04","Gigawatt-hour","Electrical energy","Available for the internal market","1 075",""
"European Union (28 countries)","2013M05","Gigawatt-hour","Electrical energy","Available for the internal market","229 075",""
"European Union (27 countries)","2013M05","Gigawatt-hour","Electrical energy","Available for the internal market","227 822",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M05","Gigawatt-hour","Electrical energy","Available for the internal market","160 885",""
"Germany (until 1990 former territory of the FRG)","2013M05","Gigawatt-hour","Electrical energy","Available for the internal market","37 395",""
"France","2013M05","Gigawatt-hour","Electrical energy","Available for the internal market","36 246",""
"Austria","2013M05","Gigawatt-hour","Electrical energy","Available for the internal market","5 241",""
"Slovenia","2013M05","Gigawatt-hour","Electrical energy","Available for the internal market","1 059",""
"European Union (28 countries)","2013M06","Gigawatt-hour","Electrical energy","Available for the internal market","220 964",""
"European Union (27 countries)","2013M06","Gigawatt-hour","Electrical energy","Available for the internal market","219 700",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M06","Gigawatt-hour","Electrical energy","Available for the internal market","156 134",""
"Germany (until 1990 former territory of the FRG)","2013M06","Gigawatt-hour","Electrical energy","Available for the internal market","37 037",""
"France","2013M06","Gigawatt-hour","Electrical energy","Available for the internal market","32 199",""
"Austria","2013M06","Gigawatt-hour","Electrical energy","Available for the internal market","5 204",""
"Slovenia","2013M06","Gigawatt-hour","Electrical energy","Available for the internal market","1 059",""
"European Union (28 countries)","2013M07","Gigawatt-hour","Electrical energy","Available for the internal market","233 699",""
"European Union (27 countries)","2013M07","Gigawatt-hour","Electrical energy","Available for the internal market","232 266",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M07","Gigawatt-hour","Electrical energy","Available for the internal market","167 392",""
"Germany (until 1990 former territory of the FRG)","2013M07","Gigawatt-hour","Electrical energy","Available for the internal market","38 159",""
"France","2013M07","Gigawatt-hour","Electrical energy","Available for the internal market","33 838",""
"Austria","2013M07","Gigawatt-hour","Electrical energy","Available for the internal market","5 360",""
"Slovenia","2013M07","Gigawatt-hour","Electrical energy","Available for the internal market","1 104",""
"European Union (28 countries)","2013M08","Gigawatt-hour","Electrical energy","Available for the internal market","223 729",""
"European Union (27 countries)","2013M08","Gigawatt-hour","Electrical energy","Available for the internal market","222 048",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M08","Gigawatt-hour","Electrical energy","Available for the internal market","157 214",""
"Germany (until 1990 former territory of the FRG)","2013M08","Gigawatt-hour","Electrical energy","Available for the internal market","36 511",""
"France","2013M08","Gigawatt-hour","Electrical energy","Available for the internal market","30 684",""
"Austria","2013M08","Gigawatt-hour","Electrical energy","Available for the internal market","5 209",""
"Slovenia","2013M08","Gigawatt-hour","Electrical energy","Available for the internal market","1 060",""
"European Union (28 countries)","2013M09","Gigawatt-hour","Electrical energy","Available for the internal market","225 337",""
"European Union (27 countries)","2013M09","Gigawatt-hour","Electrical energy","Available for the internal market","224 010",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M09","Gigawatt-hour","Electrical energy","Available for the internal market","158 253",""
"Germany (until 1990 former territory of the FRG)","2013M09","Gigawatt-hour","Electrical energy","Available for the internal market","37 179",""
"France","2013M09","Gigawatt-hour","Electrical energy","Available for the internal market","32 586",""
"Austria","2013M09","Gigawatt-hour","Electrical energy","Available for the internal market","5 283",""
"Slovenia","2013M09","Gigawatt-hour","Electrical energy","Available for the internal market","1 081",""
"European Union (28 countries)","2013M10","Gigawatt-hour","Electrical energy","Available for the internal market","243 348",""
"European Union (27 countries)","2013M10","Gigawatt-hour","Electrical energy","Available for the internal market","241 887",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M10","Gigawatt-hour","Electrical energy","Available for the internal market","169 142",""
"Germany (until 1990 former territory of the FRG)","2013M10","Gigawatt-hour","Electrical energy","Available for the internal market","39 976",""
"France","2013M10","Gigawatt-hour","Electrical energy","Available for the internal market","36 375",""
"Austria","2013M10","Gigawatt-hour","Electrical energy","Available for the internal market","5 747",""
"Slovenia","2013M10","Gigawatt-hour","Electrical energy","Available for the internal market","1 150",""
"European Union (28 countries)","2013M11","Gigawatt-hour","Electrical energy","Available for the internal market","256 516",""
"European Union (27 countries)","2013M11","Gigawatt-hour","Electrical energy","Available for the internal market","255 055",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M11","Gigawatt-hour","Electrical energy","Available for the internal market","179 089",""
"Germany (until 1990 former territory of the FRG)","2013M11","Gigawatt-hour","Electrical energy","Available for the internal market","40 582",""
"France","2013M11","Gigawatt-hour","Electrical energy","Available for the internal market","44 959",""
"Austria","2013M11","Gigawatt-hour","Electrical energy","Available for the internal market","5 890",""
"Slovenia","2013M11","Gigawatt-hour","Electrical energy","Available for the internal market","1 137",""
"European Union (28 countries)","2013M12","Gigawatt-hour","Electrical energy","Available for the internal market","268 660",""
"European Union (27 countries)","2013M12","Gigawatt-hour","Electrical energy","Available for the internal market","267 084",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M12","Gigawatt-hour","Electrical energy","Available for the internal market","188 190",""
"Germany (until 1990 former territory of the FRG)","2013M12","Gigawatt-hour","Electrical energy","Available for the internal market","40 460",""
"France","2013M12","Gigawatt-hour","Electrical energy","Available for the internal market","49 949",""
"Austria","2013M12","Gigawatt-hour","Electrical energy","Available for the internal market","6 100",""
"Slovenia","2013M12","Gigawatt-hour","Electrical energy","Available for the internal market","1 176",""
"European Union (28 countries)","2014M01","Gigawatt-hour","Electrical energy","Available for the internal market","275 637",""
"European Union (27 countries)","2014M01","Gigawatt-hour","Electrical energy","Available for the internal market","274 122",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M01","Gigawatt-hour","Electrical energy","Available for the internal market","191 685",""
"Germany (until 1990 former territory of the FRG)","2014M01","Gigawatt-hour","Electrical energy","Available for the internal market","42 184",""
"France","2014M01","Gigawatt-hour","Electrical energy","Available for the internal market","49 083",""
"Austria","2014M01","Gigawatt-hour","Electrical energy","Available for the internal market","6 237",""
"Slovenia","2014M01","Gigawatt-hour","Electrical energy","Available for the internal market","1 184",""
"European Union (28 countries)","2014M02","Gigawatt-hour","Electrical energy","Available for the internal market","248 446",""
"European Union (27 countries)","2014M02","Gigawatt-hour","Electrical energy","Available for the internal market","247 069",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M02","Gigawatt-hour","Electrical energy","Available for the internal market","174 354",""
"Germany (until 1990 former territory of the FRG)","2014M02","Gigawatt-hour","Electrical energy","Available for the internal market","38 118",""
"France","2014M02","Gigawatt-hour","Electrical energy","Available for the internal market","44 402",""
"Austria","2014M02","Gigawatt-hour","Electrical energy","Available for the internal market","5 652",""
"Slovenia","2014M02","Gigawatt-hour","Electrical energy","Available for the internal market","1 066",""
"European Union (28 countries)","2014M03","Gigawatt-hour","Electrical energy","Available for the internal market","253 634",""
"European Union (27 countries)","2014M03","Gigawatt-hour","Electrical energy","Available for the internal market","252 228",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M03","Gigawatt-hour","Electrical energy","Available for the internal market","177 143",""
"Germany (until 1990 former territory of the FRG)","2014M03","Gigawatt-hour","Electrical energy","Available for the internal market","39 520",""
"France","2014M03","Gigawatt-hour","Electrical energy","Available for the internal market","42 814",""
"Austria","2014M03","Gigawatt-hour","Electrical energy","Available for the internal market","5 839",""
"Slovenia","2014M03","Gigawatt-hour","Electrical energy","Available for the internal market","1 129",""
"European Union (28 countries)","2014M04","Gigawatt-hour","Electrical energy","Available for the internal market","227 105",""
"European Union (27 countries)","2014M04","Gigawatt-hour","Electrical energy","Available for the internal market","225 686",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M04","Gigawatt-hour","Electrical energy","Available for the internal market","157 949",""
"Germany (until 1990 former territory of the FRG)","2014M04","Gigawatt-hour","Electrical energy","Available for the internal market","36 206",""
"France","2014M04","Gigawatt-hour","Electrical energy","Available for the internal market","35 801",""
"Austria","2014M04","Gigawatt-hour","Electrical energy","Available for the internal market","5 360",""
"Slovenia","2014M04","Gigawatt-hour","Electrical energy","Available for the internal market","1 063",""
"European Union (28 countries)","2014M05","Gigawatt-hour","Electrical energy","Available for the internal market","225 227",""
"European Union (27 countries)","2014M05","Gigawatt-hour","Electrical energy","Available for the internal market","223 888",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M05","Gigawatt-hour","Electrical energy","Available for the internal market","157 275",""
"Germany (until 1990 former territory of the FRG)","2014M05","Gigawatt-hour","Electrical energy","Available for the internal market","36 232",""
"France","2014M05","Gigawatt-hour","Electrical energy","Available for the internal market","33 780",""
"Austria","2014M05","Gigawatt-hour","Electrical energy","Available for the internal market","5 362",""
"Slovenia","2014M05","Gigawatt-hour","Electrical energy","Available for the internal market","1 072",""
"European Union (28 countries)","2014M06","Gigawatt-hour","Electrical energy","Available for the internal market","218 431",""
"European Union (27 countries)","2014M06","Gigawatt-hour","Electrical energy","Available for the internal market","217 094",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M06","Gigawatt-hour","Electrical energy","Available for the internal market","154 549",""
"Germany (until 1990 former territory of the FRG)","2014M06","Gigawatt-hour","Electrical energy","Available for the internal market","34 631",""
"France","2014M06","Gigawatt-hour","Electrical energy","Available for the internal market","31 723",""
"Austria","2014M06","Gigawatt-hour","Electrical energy","Available for the internal market","5 152",""
"Slovenia","2014M06","Gigawatt-hour","Electrical energy","Available for the internal market","1 066",""
"European Union (28 countries)","2014M07","Gigawatt-hour","Electrical energy","Available for the internal market","231 045",""
"European Union (27 countries)","2014M07","Gigawatt-hour","Electrical energy","Available for the internal market","229 590",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M07","Gigawatt-hour","Electrical energy","Available for the internal market","164 986",""
"Germany (until 1990 former territory of the FRG)","2014M07","Gigawatt-hour","Electrical energy","Available for the internal market","38 011",""
"France","2014M07","Gigawatt-hour","Electrical energy","Available for the internal market","33 034",""
"Austria","2014M07","Gigawatt-hour","Electrical energy","Available for the internal market","5 409",""
"Slovenia","2014M07","Gigawatt-hour","Electrical energy","Available for the internal market","1 094",""
"European Union (28 countries)","2014M08","Gigawatt-hour","Electrical energy","Available for the internal market","218 557",""
"European Union (27 countries)","2014M08","Gigawatt-hour","Electrical energy","Available for the internal market","217 136",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M08","Gigawatt-hour","Electrical energy","Available for the internal market","153 217",""
"Germany (until 1990 former territory of the FRG)","2014M08","Gigawatt-hour","Electrical energy","Available for the internal market","35 766",""
"France","2014M08","Gigawatt-hour","Electrical energy","Available for the internal market","30 121",""
"Austria","2014M08","Gigawatt-hour","Electrical energy","Available for the internal market","5 180",""
"Slovenia","2014M08","Gigawatt-hour","Electrical energy","Available for the internal market","1 030",""
"European Union (28 countries)","2014M09","Gigawatt-hour","Electrical energy","Available for the internal market","223 592",""
"European Union (27 countries)","2014M09","Gigawatt-hour","Electrical energy","Available for the internal market","222 234",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M09","Gigawatt-hour","Electrical energy","Available for the internal market","156 944",""
"Germany (until 1990 former territory of the FRG)","2014M09","Gigawatt-hour","Electrical energy","Available for the internal market","36 012",""
"France","2014M09","Gigawatt-hour","Electrical energy","Available for the internal market","32 508",""
"Austria","2014M09","Gigawatt-hour","Electrical energy","Available for the internal market","5 364",""
"Slovenia","2014M09","Gigawatt-hour","Electrical energy","Available for the internal market","1 073",""
"European Union (28 countries)","2014M10","Gigawatt-hour","Electrical energy","Available for the internal market","239 138",""
"European Union (27 countries)","2014M10","Gigawatt-hour","Electrical energy","Available for the internal market","237 758",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M10","Gigawatt-hour","Electrical energy","Available for the internal market","166 608",""
"Germany (until 1990 former territory of the FRG)","2014M10","Gigawatt-hour","Electrical energy","Available for the internal market","38 401",""
"France","2014M10","Gigawatt-hour","Electrical energy","Available for the internal market","35 714",""
"Austria","2014M10","Gigawatt-hour","Electrical energy","Available for the internal market","5 690",""
"Slovenia","2014M10","Gigawatt-hour","Electrical energy","Available for the internal market","1 136",""
"European Union (28 countries)","2014M11","Gigawatt-hour","Electrical energy","Available for the internal market","247 214",""
"European Union (27 countries)","2014M11","Gigawatt-hour","Electrical energy","Available for the internal market","245 805",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M11","Gigawatt-hour","Electrical energy","Available for the internal market","171 412",""
"Germany (until 1990 former territory of the FRG)","2014M11","Gigawatt-hour","Electrical energy","Available for the internal market","38 663",""
"France","2014M11","Gigawatt-hour","Electrical energy","Available for the internal market","40 727",""
"Austria","2014M11","Gigawatt-hour","Electrical energy","Available for the internal market","5 693",""
"Slovenia","2014M11","Gigawatt-hour","Electrical energy","Available for the internal market","1 136",""
"European Union (28 countries)","2014M12","Gigawatt-hour","Electrical energy","Available for the internal market","265 748",""
"European Union (27 countries)","2014M12","Gigawatt-hour","Electrical energy","Available for the internal market","264 195",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M12","Gigawatt-hour","Electrical energy","Available for the internal market","186 333",""
"Germany (until 1990 former territory of the FRG)","2014M12","Gigawatt-hour","Electrical energy","Available for the internal market","40 006",""
"France","2014M12","Gigawatt-hour","Electrical energy","Available for the internal market","49 032",""
"Austria","2014M12","Gigawatt-hour","Electrical energy","Available for the internal market","6 072",""
"Slovenia","2014M12","Gigawatt-hour","Electrical energy","Available for the internal market","1 162",""
"European Union (28 countries)","2015M01","Gigawatt-hour","Electrical energy","Available for the internal market","281 362",""
"European Union (27 countries)","2015M01","Gigawatt-hour","Electrical energy","Available for the internal market","279 820",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M01","Gigawatt-hour","Electrical energy","Available for the internal market","198 410",""
"Germany (until 1990 former territory of the FRG)","2015M01","Gigawatt-hour","Electrical energy","Available for the internal market","42 960",""
"France","2015M01","Gigawatt-hour","Electrical energy","Available for the internal market","52 397",""
"Austria","2015M01","Gigawatt-hour","Electrical energy","Available for the internal market","6 340",""
"Slovenia","2015M01","Gigawatt-hour","Electrical energy","Available for the internal market","1 234",""
"European Union (28 countries)","2015M02","Gigawatt-hour","Electrical energy","Available for the internal market","257 916",""
"European Union (27 countries)","2015M02","Gigawatt-hour","Electrical energy","Available for the internal market","256 470",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M02","Gigawatt-hour","Electrical energy","Available for the internal market","182 725",""
"Germany (until 1990 former territory of the FRG)","2015M02","Gigawatt-hour","Electrical energy","Available for the internal market","39 520",""
