"GEO","TIME","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"Slovenia","2013M03","Gigawatt-hour","Electrical energy","Imports","682",""
"European Union (28 countries)","2013M04","Gigawatt-hour","Electrical energy","Imports","24 918",""
"European Union (27 countries)","2013M04","Gigawatt-hour","Electrical energy","Imports","24 426",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M04","Gigawatt-hour","Electrical energy","Imports","18 232",""
"Germany (until 1990 former territory of the FRG)","2013M04","Gigawatt-hour","Electrical energy","Imports","3 110",""
"France","2013M04","Gigawatt-hour","Electrical energy","Imports","1 061",""
"Austria","2013M04","Gigawatt-hour","Electrical energy","Imports","1 740",""
"Slovenia","2013M04","Gigawatt-hour","Electrical energy","Imports","587",""
"European Union (28 countries)","2013M05","Gigawatt-hour","Electrical energy","Imports","27 460",""
"European Union (27 countries)","2013M05","Gigawatt-hour","Electrical energy","Imports","26 949",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M05","Gigawatt-hour","Electrical energy","Imports","19 780",""
"Germany (until 1990 former territory of the FRG)","2013M05","Gigawatt-hour","Electrical energy","Imports","4 854",""
"France","2013M05","Gigawatt-hour","Electrical energy","Imports","474",""
"Austria","2013M05","Gigawatt-hour","Electrical energy","Imports","1 074",""
"Slovenia","2013M05","Gigawatt-hour","Electrical energy","Imports","536",""
"European Union (28 countries)","2013M06","Gigawatt-hour","Electrical energy","Imports","27 468",""
"European Union (27 countries)","2013M06","Gigawatt-hour","Electrical energy","Imports","26 844",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M06","Gigawatt-hour","Electrical energy","Imports","19 130",""
"Germany (until 1990 former territory of the FRG)","2013M06","Gigawatt-hour","Electrical energy","Imports","3 778",""
"France","2013M06","Gigawatt-hour","Electrical energy","Imports","285",""
"Austria","2013M06","Gigawatt-hour","Electrical energy","Imports","1 451",""
"Slovenia","2013M06","Gigawatt-hour","Electrical energy","Imports","575",""
"European Union (28 countries)","2013M07","Gigawatt-hour","Electrical energy","Imports","30 773",""
"European Union (27 countries)","2013M07","Gigawatt-hour","Electrical energy","Imports","30 008",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M07","Gigawatt-hour","Electrical energy","Imports","20 801",""
"Germany (until 1990 former territory of the FRG)","2013M07","Gigawatt-hour","Electrical energy","Imports","4 102",""
"France","2013M07","Gigawatt-hour","Electrical energy","Imports","303",""
"Austria","2013M07","Gigawatt-hour","Electrical energy","Imports","1 664",""
"Slovenia","2013M07","Gigawatt-hour","Electrical energy","Imports","619",""
"European Union (28 countries)","2013M08","Gigawatt-hour","Electrical energy","Imports","29 254",""
"European Union (27 countries)","2013M08","Gigawatt-hour","Electrical energy","Imports","28 579",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M08","Gigawatt-hour","Electrical energy","Imports","19 666",""
"Germany (until 1990 former territory of the FRG)","2013M08","Gigawatt-hour","Electrical energy","Imports","3 638",""
"France","2013M08","Gigawatt-hour","Electrical energy","Imports","375",""
"Austria","2013M08","Gigawatt-hour","Electrical energy","Imports","1 982",""
"Slovenia","2013M08","Gigawatt-hour","Electrical energy","Imports","467",""
"European Union (28 countries)","2013M09","Gigawatt-hour","Electrical energy","Imports","26 001",""
"European Union (27 countries)","2013M09","Gigawatt-hour","Electrical energy","Imports","25 383",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M09","Gigawatt-hour","Electrical energy","Imports","17 618",""
"Germany (until 1990 former territory of the FRG)","2013M09","Gigawatt-hour","Electrical energy","Imports","2 582",""
"France","2013M09","Gigawatt-hour","Electrical energy","Imports","400",""
"Austria","2013M09","Gigawatt-hour","Electrical energy","Imports","1 916",""
"Slovenia","2013M09","Gigawatt-hour","Electrical energy","Imports","498",""
"European Union (28 countries)","2013M10","Gigawatt-hour","Electrical energy","Imports","28 889",""
"European Union (27 countries)","2013M10","Gigawatt-hour","Electrical energy","Imports","28 439",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M10","Gigawatt-hour","Electrical energy","Imports","20 432",""
"Germany (until 1990 former territory of the FRG)","2013M10","Gigawatt-hour","Electrical energy","Imports","2 098",""
"France","2013M10","Gigawatt-hour","Electrical energy","Imports","734",""
"Austria","2013M10","Gigawatt-hour","Electrical energy","Imports","2 647",""
"Slovenia","2013M10","Gigawatt-hour","Electrical energy","Imports","825",""
"European Union (28 countries)","2013M11","Gigawatt-hour","Electrical energy","Imports","29 448",""
"European Union (27 countries)","2013M11","Gigawatt-hour","Electrical energy","Imports","28 958",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M11","Gigawatt-hour","Electrical energy","Imports","20 546",""
"Germany (until 1990 former territory of the FRG)","2013M11","Gigawatt-hour","Electrical energy","Imports","3 052",""
"France","2013M11","Gigawatt-hour","Electrical energy","Imports","1 514",""
"Austria","2013M11","Gigawatt-hour","Electrical energy","Imports","2 236",""
"Slovenia","2013M11","Gigawatt-hour","Electrical energy","Imports","686",""
"European Union (28 countries)","2013M12","Gigawatt-hour","Electrical energy","Imports","32 032",""
"European Union (27 countries)","2013M12","Gigawatt-hour","Electrical energy","Imports","31 323",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M12","Gigawatt-hour","Electrical energy","Imports","21 840",""
"Germany (until 1990 former territory of the FRG)","2013M12","Gigawatt-hour","Electrical energy","Imports","2 739",""
"France","2013M12","Gigawatt-hour","Electrical energy","Imports","1 723",""
"Austria","2013M12","Gigawatt-hour","Electrical energy","Imports","3 052",""
"Slovenia","2013M12","Gigawatt-hour","Electrical energy","Imports","602",""
"European Union (28 countries)","2014M01","Gigawatt-hour","Electrical energy","Imports","33 665",""
"European Union (27 countries)","2014M01","Gigawatt-hour","Electrical energy","Imports","33 116",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M01","Gigawatt-hour","Electrical energy","Imports","23 987",""
"Germany (until 1990 former territory of the FRG)","2014M01","Gigawatt-hour","Electrical energy","Imports","3 332",""
"France","2014M01","Gigawatt-hour","Electrical energy","Imports","790",""
"Austria","2014M01","Gigawatt-hour","Electrical energy","Imports","3 091",""
"Slovenia","2014M01","Gigawatt-hour","Electrical energy","Imports","522",""
"European Union (28 countries)","2014M02","Gigawatt-hour","Electrical energy","Imports","30 622",""
"European Union (27 countries)","2014M02","Gigawatt-hour","Electrical energy","Imports","30 144",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M02","Gigawatt-hour","Electrical energy","Imports","22 110",""
"Germany (until 1990 former territory of the FRG)","2014M02","Gigawatt-hour","Electrical energy","Imports","2 946",""
"France","2014M02","Gigawatt-hour","Electrical energy","Imports","1 175",""
"Austria","2014M02","Gigawatt-hour","Electrical energy","Imports","3 127",""
"Slovenia","2014M02","Gigawatt-hour","Electrical energy","Imports","433",""
"European Union (28 countries)","2014M03","Gigawatt-hour","Electrical energy","Imports","32 863",""
"European Union (27 countries)","2014M03","Gigawatt-hour","Electrical energy","Imports","32 379",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M03","Gigawatt-hour","Electrical energy","Imports","24 174",""
"Germany (until 1990 former territory of the FRG)","2014M03","Gigawatt-hour","Electrical energy","Imports","3 458",""
"France","2014M03","Gigawatt-hour","Electrical energy","Imports","997",""
"Austria","2014M03","Gigawatt-hour","Electrical energy","Imports","3 014",""
"Slovenia","2014M03","Gigawatt-hour","Electrical energy","Imports","504",""
"European Union (28 countries)","2014M04","Gigawatt-hour","Electrical energy","Imports","29 758",""
"European Union (27 countries)","2014M04","Gigawatt-hour","Electrical energy","Imports","29 191",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M04","Gigawatt-hour","Electrical energy","Imports","20 348",""
"Germany (until 1990 former territory of the FRG)","2014M04","Gigawatt-hour","Electrical energy","Imports","2 918",""
"France","2014M04","Gigawatt-hour","Electrical energy","Imports","661",""
"Austria","2014M04","Gigawatt-hour","Electrical energy","Imports","2 033",""
"Slovenia","2014M04","Gigawatt-hour","Electrical energy","Imports","584",""
"European Union (28 countries)","2014M05","Gigawatt-hour","Electrical energy","Imports","28 961",""
"European Union (27 countries)","2014M05","Gigawatt-hour","Electrical energy","Imports","28 485",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M05","Gigawatt-hour","Electrical energy","Imports","19 888",""
"Germany (until 1990 former territory of the FRG)","2014M05","Gigawatt-hour","Electrical energy","Imports","3 763",""
"France","2014M05","Gigawatt-hour","Electrical energy","Imports","270",""
"Austria","2014M05","Gigawatt-hour","Electrical energy","Imports","1 237",""
"Slovenia","2014M05","Gigawatt-hour","Electrical energy","Imports","509",""
"European Union (28 countries)","2014M06","Gigawatt-hour","Electrical energy","Imports","29 071",""
"European Union (27 countries)","2014M06","Gigawatt-hour","Electrical energy","Imports","28 462",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M06","Gigawatt-hour","Electrical energy","Imports","20 326",""
"Germany (until 1990 former territory of the FRG)","2014M06","Gigawatt-hour","Electrical energy","Imports","3 438",""
"France","2014M06","Gigawatt-hour","Electrical energy","Imports","287",""
"Austria","2014M06","Gigawatt-hour","Electrical energy","Imports","1 748",""
"Slovenia","2014M06","Gigawatt-hour","Electrical energy","Imports","621",""
"European Union (28 countries)","2014M07","Gigawatt-hour","Electrical energy","Imports","34 666",""
"European Union (27 countries)","2014M07","Gigawatt-hour","Electrical energy","Imports","33 914",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M07","Gigawatt-hour","Electrical energy","Imports","23 586",""
"Germany (until 1990 former territory of the FRG)","2014M07","Gigawatt-hour","Electrical energy","Imports","5 493",""
"France","2014M07","Gigawatt-hour","Electrical energy","Imports","175",""
"Austria","2014M07","Gigawatt-hour","Electrical energy","Imports","1 632",""
"Slovenia","2014M07","Gigawatt-hour","Electrical energy","Imports","612",""
"European Union (28 countries)","2014M08","Gigawatt-hour","Electrical energy","Imports","31 107",""
"European Union (27 countries)","2014M08","Gigawatt-hour","Electrical energy","Imports","30 359",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M08","Gigawatt-hour","Electrical energy","Imports","20 893",""
"Germany (until 1990 former territory of the FRG)","2014M08","Gigawatt-hour","Electrical energy","Imports","4 697",""
"France","2014M08","Gigawatt-hour","Electrical energy","Imports","182",""
"Austria","2014M08","Gigawatt-hour","Electrical energy","Imports","1 360",""
"Slovenia","2014M08","Gigawatt-hour","Electrical energy","Imports","572",""
"European Union (28 countries)","2014M09","Gigawatt-hour","Electrical energy","Imports","29 432",""
"European Union (27 countries)","2014M09","Gigawatt-hour","Electrical energy","Imports","28 664",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M09","Gigawatt-hour","Electrical energy","Imports","20 704",""
"Germany (until 1990 former territory of the FRG)","2014M09","Gigawatt-hour","Electrical energy","Imports","2 684",""
"France","2014M09","Gigawatt-hour","Electrical energy","Imports","593",""
"Austria","2014M09","Gigawatt-hour","Electrical energy","Imports","1 637",""
"Slovenia","2014M09","Gigawatt-hour","Electrical energy","Imports","666",""
"European Union (28 countries)","2014M10","Gigawatt-hour","Electrical energy","Imports","31 215",""
"European Union (27 countries)","2014M10","Gigawatt-hour","Electrical energy","Imports","30 660",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M10","Gigawatt-hour","Electrical energy","Imports","22 652",""
"Germany (until 1990 former territory of the FRG)","2014M10","Gigawatt-hour","Electrical energy","Imports","2 252",""
"France","2014M10","Gigawatt-hour","Electrical energy","Imports","664",""
"Austria","2014M10","Gigawatt-hour","Electrical energy","Imports","2 815",""
"Slovenia","2014M10","Gigawatt-hour","Electrical energy","Imports","780",""
"European Union (28 countries)","2014M11","Gigawatt-hour","Electrical energy","Imports","32 573",""
"European Union (27 countries)","2014M11","Gigawatt-hour","Electrical energy","Imports","32 051",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M11","Gigawatt-hour","Electrical energy","Imports","23 018",""
"Germany (until 1990 former territory of the FRG)","2014M11","Gigawatt-hour","Electrical energy","Imports","2 891",""
"France","2014M11","Gigawatt-hour","Electrical energy","Imports","540",""
"Austria","2014M11","Gigawatt-hour","Electrical energy","Imports","2 192",""
"Slovenia","2014M11","Gigawatt-hour","Electrical energy","Imports","776",""
"European Union (28 countries)","2014M12","Gigawatt-hour","Electrical energy","Imports","31 694",""
"European Union (27 countries)","2014M12","Gigawatt-hour","Electrical energy","Imports","31 180",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M12","Gigawatt-hour","Electrical energy","Imports","23 406",""
"Germany (until 1990 former territory of the FRG)","2014M12","Gigawatt-hour","Electrical energy","Imports","2 563",""
"France","2014M12","Gigawatt-hour","Electrical energy","Imports","848",""
"Austria","2014M12","Gigawatt-hour","Electrical energy","Imports","2 826",""
"Slovenia","2014M12","Gigawatt-hour","Electrical energy","Imports","674",""
"European Union (28 countries)","2015M01","Gigawatt-hour","Electrical energy","Imports","35 776",""
"European Union (27 countries)","2015M01","Gigawatt-hour","Electrical energy","Imports","35 175",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M01","Gigawatt-hour","Electrical energy","Imports","26 122",""
"Germany (until 1990 former territory of the FRG)","2015M01","Gigawatt-hour","Electrical energy","Imports","2 885",""
"France","2015M01","Gigawatt-hour","Electrical energy","Imports","720",""
"Austria","2015M01","Gigawatt-hour","Electrical energy","Imports","3 018",""
"Slovenia","2015M01","Gigawatt-hour","Electrical energy","Imports","811",""
"European Union (28 countries)","2015M02","Gigawatt-hour","Electrical energy","Imports","31 546",""
"European Union (27 countries)","2015M02","Gigawatt-hour","Electrical energy","Imports","31 014",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M02","Gigawatt-hour","Electrical energy","Imports","23 879",""
"Germany (until 1990 former territory of the FRG)","2015M02","Gigawatt-hour","Electrical energy","Imports","2 399",""
"France","2015M02","Gigawatt-hour","Electrical energy","Imports","1 447",""
"Austria","2015M02","Gigawatt-hour","Electrical energy","Imports","2 945",""
"Slovenia","2015M02","Gigawatt-hour","Electrical energy","Imports","719",""
"European Union (28 countries)","2015M03","Gigawatt-hour","Electrical energy","Imports","32 588",""
"European Union (27 countries)","2015M03","Gigawatt-hour","Electrical energy","Imports","32 022",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M03","Gigawatt-hour","Electrical energy","Imports","24 461",""
"Germany (until 1990 former territory of the FRG)","2015M03","Gigawatt-hour","Electrical energy","Imports","2 316",""
"France","2015M03","Gigawatt-hour","Electrical energy","Imports","803",""
"Austria","2015M03","Gigawatt-hour","Electrical energy","Imports","2 914",""
"Slovenia","2015M03","Gigawatt-hour","Electrical energy","Imports","682",""
"European Union (28 countries)","2015M04","Gigawatt-hour","Electrical energy","Imports","29 665",""
"European Union (27 countries)","2015M04","Gigawatt-hour","Electrical energy","Imports","29 180",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M04","Gigawatt-hour","Electrical energy","Imports","22 079",""
"Germany (until 1990 former territory of the FRG)","2015M04","Gigawatt-hour","Electrical energy","Imports","2 236",""
"France","2015M04","Gigawatt-hour","Electrical energy","Imports","1 019",""
"Austria","2015M04","Gigawatt-hour","Electrical energy","Imports","2 030",""
"Slovenia","2015M04","Gigawatt-hour","Electrical energy","Imports","892",""
"European Union (28 countries)","2015M05","Gigawatt-hour","Electrical energy","Imports","30 021",""
"European Union (27 countries)","2015M05","Gigawatt-hour","Electrical energy","Imports","29 481",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M05","Gigawatt-hour","Electrical energy","Imports","21 739",""
"Germany (until 1990 former territory of the FRG)","2015M05","Gigawatt-hour","Electrical energy","Imports","3 622",""
"France","2015M05","Gigawatt-hour","Electrical energy","Imports","572",""
"Austria","2015M05","Gigawatt-hour","Electrical energy","Imports","1 526",""
"Slovenia","2015M05","Gigawatt-hour","Electrical energy","Imports","967",""
"European Union (28 countries)","2015M06","Gigawatt-hour","Electrical energy","Imports","32 244",""
"European Union (27 countries)","2015M06","Gigawatt-hour","Electrical energy","Imports","31 389",""
