"GEO","TIME","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"France","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","430",""
"Austria","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","304",""
"Slovenia","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2",""
"European Union (28 countries)","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)",":",""
"European Union (27 countries)","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 607","p"
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 093","p"
"Germany (until 1990 former territory of the FRG)","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","587","p"
"France","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","317",""
"Austria","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","366",""
"Slovenia","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","30",""
"European Union (28 countries)","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)",":",""
"European Union (27 countries)","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","3 077",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 536",""
"Germany (until 1990 former territory of the FRG)","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","648",""
"France","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","446",""
"Austria","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","466",""
"Slovenia","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","33",""
"European Union (28 countries)","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 962",""
"European Union (27 countries)","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 952",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 452",""
"Germany (until 1990 former territory of the FRG)","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","622",""
"France","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","434",""
"Austria","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","423",""
"Slovenia","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","29",""
"European Union (28 countries)","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 523",""
"European Union (27 countries)","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 509",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 079",""
"Germany (until 1990 former territory of the FRG)","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","582",""
"France","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","395",""
"Austria","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","227",""
"Slovenia","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","28",""
"European Union (28 countries)","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","3 102",""
"European Union (27 countries)","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","3 096",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 601",""
"Germany (until 1990 former territory of the FRG)","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","579",""
"France","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","415",""
"Austria","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","353",""
"Slovenia","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","20",""
"European Union (28 countries)","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 912",""
"European Union (27 countries)","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 904",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 449",""
"Germany (until 1990 former territory of the FRG)","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","607",""
"France","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","399",""
"Austria","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","347",""
"Slovenia","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","31",""
"European Union (28 countries)","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 677",""
"European Union (27 countries)","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 646",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 235",""
"Germany (until 1990 former territory of the FRG)","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","587",""
"France","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","537",""
"Austria","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","290",""
"Slovenia","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","31",""
"European Union (28 countries)","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 522",""
"European Union (27 countries)","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 494",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 161",""
"Germany (until 1990 former territory of the FRG)","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","547",""
"France","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","514",""
"Austria","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","308",""
"Slovenia","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","22",""
"European Union (28 countries)","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 234",""
"European Union (27 countries)","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 231",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","1 832",""
"Germany (until 1990 former territory of the FRG)","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","434",""
"France","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","561",""
"Austria","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","192",""
"Slovenia","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","24",""
"European Union (28 countries)","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 194",""
"European Union (27 countries)","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 187",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","1 748",""
"Germany (until 1990 former territory of the FRG)","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","439",""
"France","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","421",""
"Austria","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","288",""
"Slovenia","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","23",""
"European Union (28 countries)","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 230",""
"European Union (27 countries)","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 215",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","1 730",""
"Germany (until 1990 former territory of the FRG)","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","504",""
"France","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","313",""
"Austria","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","303",""
"Slovenia","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","17",""
"European Union (28 countries)","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 521",""
"European Union (27 countries)","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 480",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","1 966",""
"Germany (until 1990 former territory of the FRG)","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","514",""
"France","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","362",""
"Austria","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","338",""
"Slovenia","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","26",""
"European Union (28 countries)","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 573",""
"European Union (27 countries)","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 498",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","1 974",""
"Germany (until 1990 former territory of the FRG)","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","519",""
"France","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","483",""
"Austria","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","300",""
"Slovenia","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","24",""
"European Union (28 countries)","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 907",""
"European Union (27 countries)","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 870",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 277",""
"Germany (until 1990 former territory of the FRG)","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","537",""
"France","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","405",""
"Austria","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","393",""
"Slovenia","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","19",""
"European Union (28 countries)","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","3 277",""
"European Union (27 countries)","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","3 217",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 592",""
"Germany (until 1990 former territory of the FRG)","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","599",""
"France","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","485",""
"Austria","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","367",""
"Slovenia","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","27",""
"European Union (28 countries)","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 810",""
"European Union (27 countries)","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 720",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 196",""
"Germany (until 1990 former territory of the FRG)","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","525",""
"France","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","450",""
"Austria","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","320",""
"Slovenia","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","23",""
"European Union (28 countries)","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 765",""
"European Union (27 countries)","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 720",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 165",""
"Germany (until 1990 former territory of the FRG)","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","528",""
"France","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","462",""
"Austria","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","310",""
"Slovenia","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","17",""
"European Union (28 countries)","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 468",""
"European Union (27 countries)","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 436",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","1 993",""
"Germany (until 1990 former territory of the FRG)","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","479",""
"France","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","395",""
"Austria","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","296",""
"Slovenia","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","23",""
"European Union (28 countries)","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 548",""
"European Union (27 countries)","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 512",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 063",""
"Germany (until 1990 former territory of the FRG)","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","476",""
"France","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","500",""
"Austria","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","317",""
"Slovenia","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","23",""
"European Union (28 countries)","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 249",""
"European Union (27 countries)","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Hydro (of which from pumped storage)","2 236",""
